ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66;CENTRO_CERCANO;TIEMPO_CERCANO
2389;44;13;18.31753776;16.7239524;15.95214331;20.98750944;15.2814702;19.87818516;12.223527;18.97112575;10.63794386;20.23933962;13.07059453;10.66035313;18.17601184;23.49539014;20.01552169;18.10972284;21.51817334;7.869826913;16.03764731;17.27967116;9.574692166;10.26035038;16.13608722;25.90182795;9.328386149;4.720277228;20.52560079;18.02217632;12.80625156;16.92509184;13.89793161;19.67797986;21.98805161;19.87952331;4.881560409;21.96174701;15.42776037;21.53926296;17.70974196;21.54965955;7.680590008;10.87384104;7.111768697;18.96919224;10.35876173;6.744671741;6.233112353;14.42633145;6.201575778;25.21060004;15.08033754;16.10751054;22.11624649;18.09825382;6.980578017;19.43685425;19.26557857;4.586166788;15.85762659;17.61560252;41.72684563;31.78688904;8.134979758;45.64189044;26.96559506;19.93296887;27.98776563;57;4.586166788
2390;4;50;22.29733476;19.56495018;17.96236129;15.95350194;12.39640866;28.84730118;7.189519504;13.93711825;9.503239038;25.51513956;15.23400079;19.62946915;25.40918374;28.73337058;28.98463771;13.07571534;16.48416584;9.624573473;24.05251781;24.1266863;4.540684666;19.2294664;25.10520324;23.09856027;9.586715009;13.80542881;29.49471681;23.26015676;9.343938124;25.89420786;22.86704763;23.34275976;16.95404411;22.01421951;13.85067643;23.47839263;21.95222241;16.50525546;12.67573446;16.51565205;16.64970603;11.84417394;11.21642234;13.93518474;13.74949445;9.579491201;13.51549463;23.39544747;12.65937596;20.17659254;20.79226129;25.07662656;17.62070137;13.06424632;14.89846158;23.02971779;14.23157107;12.29489089;18.18336189;17.58288134;50.69596165;40.75600506;10.96979922;54.61100646;35.93471108;28.90208489;31.96756263;20;4.540684666
2391;36;78;16.3635231;16.98195252;15.43680055;7.82813652;16.63208693;22.6587756;7.373436904;5.756938212;16.31851808;18.4903431;20.09930173;25.55410975;23.12863036;22.79955892;34.90927831;4.829131079;10.05496442;16.43985251;24.30001691;23.14790336;7.476287626;23.52643594;21.63395904;17.16474861;16.40199405;20.62070785;24.36661659;17.3263451;17.24551998;20.2690467;28.79168823;15.84570354;7.143932566;16.08040785;20.66595547;16.28715887;16.01841075;8.31829644;4.49555442;8.391502053;22.57434663;18.0965001;18.03170138;7.137698159;20.56477349;16.39477024;20.33077367;24.26223507;19.474655;13.74739112;18.33272065;20.91620322;11.19963151;4.817662062;21.71374062;17.09590613;13.20155047;19.11016993;16.93206381;14.65694684;50.25240403;40.31244744;17.78507826;54.16744884;35.49115346;28.45852727;26.03375097;38;4.49555442
2392;126;38;26.34076794;36.76382058;36.63980227;30.57822132;35.96912916;28.1537808;31.77007836;29.81194867;31.32560282;31.16165574;33.75825349;24.27478177;28.6084474;31.51862032;34.40695009;33.85625016;34.50745646;28.55748587;28.72185965;27.72373604;30.26235113;23.02410772;25.46966262;33.92505813;30.01604511;24.42141337;26.21825769;26.0454065;33.49391052;25.17364512;28.28936001;27.70121004;33.14653373;27.90275349;25.56921937;29.98497719;23.45099055;37.76806122;29.4907209;34.53894267;22.07201841;31.5615;27.79942766;35.47936296;31.04642069;27.4323307;26.98540535;23.75990685;26.88923474;37.89069578;33.75513895;20.90973336;30.13947667;33.84478114;27.66823698;27.46008443;37.59819193;25.27382575;36.54528555;38.30326148;26.18474329;16.2447867;28.82263872;30.0997881;5.945290942;5.108875307;36.01099581;65;5.108875307
2393;65;56;16.21346814;13.18327044;14.99649265;13.8254166;20.34032124;6.919023544;21.64277856;15.95182729;24.0752198;6.2722374;31.56586171;15.19240051;9.898281823;21.39132052;32.21455831;18.49610334;24.38015666;26.36509409;12.93419129;11.24781974;21.74562929;20.83171594;7.408026304;23.79775833;27.82365333;22.22902159;21.67189659;14.2045178;31.30151874;6.44209506;26.09696823;5.40435762;14.14100633;5.085068794;23.37682759;4.616234573;5.398732648;18.12869736;17.1444999;12.66337983;18.13270023;26.2584327;25.60703588;19.23984474;28.85402891;25.23993892;24.44898767;14.97350661;24.69684296;17.25075758;13.31155848;18.22148322;12.35134285;18.48463432;24.0480558;6.613220746;26.19075343;23.08143397;15.62802381;14.21663894;47.55768403;37.61772744;26.63024694;51.47272884;32.79643346;25.76380727;25.06684413;35;4.616234573
2394;95;30;17.35017258;27.77322522;27.64920691;21.58762596;26.9785338;19.16318544;22.779483;20.82135331;22.33500746;22.17106038;24.76765813;15.28418641;19.61785204;22.52802496;25.41635473;24.8656548;25.5168611;19.56689051;19.73126429;18.73314068;21.27175577;14.03351236;16.47906726;24.93446277;21.02544975;15.43081801;16.13327223;17.05481114;24.50331516;16.18304976;19.29876465;18.71061468;24.15593837;18.91215813;16.57862401;20.99438183;14.46039519;28.77746586;20.50012554;25.54834731;13.08142305;22.57090464;18.8088323;26.4887676;22.05582533;18.44173534;17.99480999;14.76931149;17.89863938;28.90010042;24.76454359;9.357496444;21.14888131;24.85418578;18.67764162;18.46948907;28.60759657;16.28323039;27.55469019;29.31266612;31.40354971;21.46359312;19.83204336;35.31859452;16.64229914;9.609672947;27.02040045;51;9.357496444
2395;82;35;13.09376538;20.164152;22.64024299;17.33121876;25.6122873;11.83975284;18.5230758;16.56494611;20.96876096;15.896463;23.40141163;11.69756749;11.22337588;18.27161776;24.05010823;20.6092476;21.2604539;18.20064401;12.65557193;10.96920038;18.62592653;12.66726586;8.048171824;20.67805557;19.65920325;14.06457151;14.79536103;12.79840394;23.13706866;9.11262426;17.93251815;14.45420748;19.89953117;14.65575093;15.21237751;16.73797463;10.20398799;24.52105866;16.24371834;21.29194011;11.40291183;21.20465814;17.4425858;22.2323604;20.68957883;17.07548884;16.62856349;11.80789059;16.53239288;24.64369322;16.81806571;10.85501502;16.89247411;20.59777858;17.31139512;14.21308187;24.35118937;14.91698389;21.63282051;24.11369534;37.64511277;27.70515618;18.46579686;41.56015758;22.8838622;15.85123601;22.76399325;22;8.048171824
2396;33;32;28.81751604;12.20431188;10.60172299;23.48106558;9.404884435;20.24383956;15.09037932;21.74591431;7.112431158;19.06927596;14.56978009;18.25871533;16.19313214;33.99536842;30.51549997;18.2063943;24.38502566;6.729667253;13.16246429;14.48656544;12.44154449;20.76032866;20.91637632;30.99942009;11.08369035;11.74651423;31.02557907;28.5221546;15.67310388;23.11209852;24.39790989;21.61986498;17.81228057;27.67674897;9.258977649;25.55324699;25.92773865;16.66246158;20.48453052;17.41629621;18.18056829;5.07959784;12.9834059;17.77360896;15.89528861;11.72528536;8.511090653;16.31318031;5.819787978;28.07745236;11.92812775;26.60748882;25.52156119;18.19492528;14.1235077;29.10748085;22.13243089;9.122499788;9.792539489;11.23634828;52.22682391;42.28686732;13.11559338;56.14186872;37.46557334;30.43294715;38.48774391;41;5.07959784
2397;118;-13;41.21246514;51.63551778;51.51149947;45.44991852;50.84082635;43.025478;46.64177556;44.68364587;46.19730002;46.03335294;48.62995069;39.14647897;43.4801446;46.39031752;49.27864729;48.72794736;49.37915366;43.42918307;43.59355685;42.59543324;45.13404833;37.89580492;40.34135982;48.79675533;44.88774231;39.29311057;41.08995489;40.9171037;48.36560772;40.04534232;43.16105721;42.57290724;48.01823093;42.77445069;40.44091657;44.85667439;38.32268775;52.63975842;44.3624181;49.41063987;36.94371561;46.4331972;42.67112486;50.35106016;45.91811789;42.3040279;41.85710255;38.63160405;41.76093194;52.76239298;48.62683615;35.78143056;45.01117387;48.71647834;42.53993418;42.33178163;52.46988913;40.14552295;51.41698275;53.17495868;11.61102367;7.520615579;43.69433592;8.894660396;26.18044376;20.81911775;50.88269301;61;7.520615579
2398;14;67;21.42867972;18.97075212;17.17633033;15.0848469;11.32053455;28.27542162;5.632120204;13.06846321;13.72250876;24.4261308;17.50329241;23.84873887;28.34356042;27.86471554;33.20390743;10.29372354;15.6155108;13.84384319;28.27178753;28.34595602;4.880278306;23.44873612;26.69911566;22.22990523;13.80598473;18.02469853;29.43177321;22.39150172;14.64951066;25.33420332;27.08631735;21.93687888;13.82040473;21.14556447;18.06994615;22.57988603;21.08356737;12.1047627;11.80707942;14.44293525;20.86897575;15.50049078;15.43569206;7.353709379;17.96876417;13.79876092;17.73476435;27.61471719;16.87864568;19.3079375;23.54785993;25.98135984;16.75204633;10.28225452;19.1177313;22.16106275;10.79501437;16.51416061;18.16760541;16.49387258;54.91523137;44.97527478;15.18906894;58.83027618;40.1539808;33.12135461;31.09890759;20;4.880278306
2399;36;73;19.50674694;14.65482312;13.34350525;9.32579052;14.95362684;20.5654803;9.416882704;9.548754912;18.36196388;16.3970478;22.14274753;27.30297265;21.03533506;25.94278276;37.84336255;2.735835779;13.47215126;18.48329831;22.20672161;21.05460806;9.519733426;26.66965978;24.19879098;20.30797245;18.44543985;22.66415365;27.50984043;20.46956894;19.28896578;23.18621418;31.72577247;13.75240824;5.050637266;16.31736555;22.63988491;14.19386357;19.16163459;6.22500114;8.28737112;6.298206753;25.50843087;20.1399459;20.07514718;5.044402859;22.60821929;18.43821604;22.37421947;25.33906641;21.5181008;13.78897964;16.23942535;24.05942706;12.74899807;2.724366762;23.75718642;18.51997391;13.39115413;21.15361573;14.83876851;12.56365154;53.39562787;43.45567128;19.82852406;57.31067268;38.6343773;31.60175111;29.17697481;53;2.724366762
2400;66;48;19.17494484;9.354162484;11.83025347;16.07851068;17.55781902;0.013914244;24.60425526;18.20492137;19.53918566;4.76318772;31.74699157;9.757031108;4.628846203;24.35279722;29.18147647;20.74919742;27.0220385;24.66351863;7.732509346;6.046137796;24.70710599;20.31855826;3.805495264;26.75923503;27.56297001;18.72297631;20.94142383;16.99804844;31.1685003;2.96622144;23.05923861;7.6574517;16.39410041;9.532953694;18.91081711;9.064119473;7.864041448;20.38179144;19.39759398;14.91647391;12.69733083;21.7356981;25.78816574;21.49293882;29.03515877;25.42106878;19.78432385;10.27648959;22.85802878;19.50385166;8.648064125;16.67250654;15.61567177;20.7377284;19.26502224;10.55942243;28.44384751;23.26256383;11.79891585;12.71694962;47.99117935;38.05122276;26.8113768;51.90622416;33.22992878;26.19730259;27.86037477;5;0.013914244
2401;51;48;24.15903618;2.567684224;5.043775214;15.74888796;10.77134076;7.703034184;21.59174226;17.12445439;13.72499924;5.45305422;27.47975245;13.75277917;6.857645983;27.79077166;34.44218011;16.78702746;24.52238372;18.93301529;8.656528126;7.312027456;18.94290743;25.18520152;10.1129172;28.18359045;21.83246667;12.93305473;27.11793447;22.78646024;25.43799696;9.80490792;28.43418903;8.45929362;12.99219857;14.61296277;13.12089553;14.14412855;12.73742295;15.5547858;18.317127;10.63901259;16.49514429;16.00519476;23.63214392;16.66593318;26.87913695;23.26504696;13.99440227;11.59648581;17.0681072;17.40290132;2.578691645;22.87094904;16.88846887;16.77555844;14.8499862;15.43280393;26.34289717;20.15099107;5.012437589;6.517227556;54.10709479;44.1671382;24.65535498;58.0221396;39.34584422;32.31321803;33.64878657;1;2.567684224
2402;47;23;22.0664985;13.98531216;13.21350307;25.13963556;18.54255888;17.47269192;17.07504612;23.40448429;15.48946298;16.29812832;17.92211365;14.28762571;13.4219845;27.24435088;23.76448243;22.16248338;26.36969246;12.72134603;10.11428987;11.7154178;14.42621129;14.00931112;18.14522868;29.65078869;14.17990527;1.264198628;24.27456153;21.77113706;17.65777068;20.34095088;17.64689235;19.14611688;19.47085055;23.62848405;2.943287589;24.88722347;19.17672111;23.91452052;22.1431005;19.07486619;11.30786259;12.15255102;11.96328782;22.02615954;15.21028085;11.59619086;5.829004673;13.26500589;8.703402198;26.16115616;9.156980105;19.85647128;25.86520723;22.15101436;4.613837997;23.18581499;24.11709769;9.437685908;12.04626429;14.87696228;45.47580637;35.53584978;12.98649888;49.39085118;30.7145558;23.68192961;31.73672637;25;1.264198628
2403;79;19;14.80144482;22.57835694;21.80654785;19.0388982;21.13587474;16.36209222;18.07793154;18.27262555;16.4923484;19.62233262;18.92499907;9.551530268;15.75877906;19.9792972;18.95553217;22.31692704;22.96813334;13.72423145;15.87219131;14.8740677;15.42909671;5.242673202;12.61999428;22.38573501;15.18279069;9.588158948;17.00950785;14.50608338;18.6606561;13.4089989;13.45610559;16.16188692;21.60721061;16.36343037;10.73596495;18.44565407;11.91166743;26.2287381;17.95139778;22.99961955;7.238763988;16.72824558;12.96617324;23.94003984;16.21316627;12.59907628;12.15215093;10.91023851;12.05598032;26.35137266;19.45525357;12.5914176;18.60015355;22.30545802;12.83498256;15.92076131;25.11998311;10.44057133;21.71203113;23.47000706;38.21075269;28.2707961;13.9893843;42.1257975;23.44950212;16.41687593;24.47167269;21;5.242673202
2404;86;70;6.203541779;22.68106032;23.72373073;12.8890704;23.33957748;15.5372763;14.08092744;12.12279775;23.02600862;16.0596576;26.54867563;17.84220367;18.62724442;13.13767978;27.19737223;16.16709924;16.81830554;21.34790801;21.11690549;19.8201752;14.18377817;15.81452986;13.92205296;16.23590721;22.80646725;17.21183551;16.65471051;8.503248558;23.95301052;12.55714062;21.07978215;12.55672416;15.45738281;9.346240894;18.35964151;11.42846459;8.306504668;20.0789103;11.80156998;16.84979175;14.86244055;24.35192214;20.5898498;17.79021204;23.83684283;20.22275284;19.77582749;16.55032899;19.67965688;20.20154486;22.60026913;13.20429714;12.45032575;16.15563022;20.45865912;10.24822127;19.90904101;18.06424789;25.12581369;22.94387702;42.54049795;32.60054136;21.61306086;46.45554276;27.77924738;20.74662119;14.79227889;0;6.203541779
2405;20;46;25.38147222;14.11989012;11.78947723;19.0376394;6.043276435;22.77582036;10.27365696;17.02125571;4.941322218;20.3598213;13.45804387;20.39635903;19.63469374;31.81750804;29.75152759;16.1598528;19.5683033;9.537222893;21.60258077;20.73496148;7.624822126;19.99635628;24.66198966;26.18269773;10.23474705;14.57231869;30.26160669;26.34429422;11.89645422;25.72812756;23.63393751;22.73421258;20.03818157;25.09835697;14.61756631;26.56253009;25.03635987;15.70483158;15.75987192;17.99524011;17.41659591;10.96848366;11.55103274;14.3828682;13.99942745;9.829424201;14.28238451;24.16233735;13.42626584;23.26073;15.91977877;25.84351644;20.70483883;16.14838378;15.66535146;26.11385525;17.31570853;13.06178077;13.31087937;12.35069588;51.46285153;41.52289494;11.21973222;55.37789634;36.70160096;29.66897477;35.05170009;8;4.941322218
2406;92;27;16.0629177;25.74892908;27.16015705;20.30037108;26.48948393;17.87593056;21.49222812;19.53409843;21.8459576;20.8838055;24.27860827;10.38599953;17.4315514;21.24077008;24.46173325;23.57839992;24.22960622;19.07784065;17.36810789;16.37143988;20.78270591;12.80383972;15.17761146;23.64720789;20.53639989;14.94176815;16.51582413;15.76755626;24.0142653;14.89579488;18.80971479;17.4233598;22.86868349;17.62490325;16.08957415;19.70712695;13.17314031;27.49021098;19.21287066;24.26109243;12.59237319;22.08185478;18.31978244;25.20151272;21.56677547;17.95268548;17.50576013;12.40615509;17.40958952;27.61284554;22.40284279;9.793167064;19.86162643;23.5669309;18.18859176;17.18223419;27.32034169;15.79418053;27.06564033;28.61187398;35.01001171;25.07005512;19.3429935;38.92505652;20.24876114;13.21613495;25.73314557;51;9.793167064
2407;-12;117;28.4226867;26.99037744;25.38778855;22.07885388;19.82183592;35.30834598;13.31487144;20.06247019;19.01565728;32.11275126;21.77787919;28.71619435;35.40628708;34.85872252;38.07136291;19.20106728;22.60951778;18.21088661;33.52544453;34.13171432;10.66603661;28.3161916;33.69312264;29.22391221;18.55458237;22.89215401;36.42578019;29.3855087;20.43526896;32.3282103;31.95377283;29.4681117;23.07939605;28.13957145;22.93740163;29.60374457;28.07757435;23.7876381;18.8010864;22.64100399;25.73643123;19.77507756;19.87086806;20.12876646;22.31926277;18.14925952;22.60221983;32.48217267;21.74610116;26.30194448;30.45662887;32.97536682;23.74605331;19.18959826;23.98518678;29.15506973;16.77105391;21.38161609;26.18723073;25.0083086;59.78268685;49.84273026;19.53956754;63.69773166;45.02143628;37.98881009;38.09291457;20;10.66603661
2408;83;25;16.4546652;24.74641116;26.44771399;20.69211858;25.77704088;16.422012;21.88397562;19.92584593;21.13351454;19.88411766;23.56616521;12.86557933;15.80563504;21.63251758;23.82281365;23.97014742;24.62135372;18.36539759;16.87801277;15.55145954;20.07026285;10.10995468;12.63043098;24.03895539;19.82395683;14.22932509;17.82369429;16.15930376;23.30182224;13.69488342;18.09727173;17.8151073;23.26043099;18.01665075;15.37713109;20.09887445;13.56488781;27.88195848;19.60461816;24.65283993;11.87993013;21.36941172;17.60733938;25.59326022;20.85433241;17.24024242;16.79331707;13.28769321;16.69714646;28.00459304;21.40032487;13.84993272;20.25337393;23.9586784;17.4761487;17.57398169;27.71208919;15.08173747;26.21507967;28.1111732;37.98167839;28.0417218;18.63055044;41.8967232;23.22042782;16.18780163;26.12489307;21;10.10995468
2409;114;-13;42.8304111;53.25346374;53.12944543;47.06786448;52.45877231;44.64342396;48.25972152;46.30159183;47.81524598;47.6512989;50.24789665;40.76442493;45.09809056;48.00826348;50.89659325;50.34589332;50.99709962;45.04712903;45.21150281;44.2133792;46.75199429;39.51375088;41.95930578;50.41470129;46.50568827;40.91105653;42.70790085;42.53504966;49.98355368;41.66328828;44.77900317;44.1908532;49.63617689;44.39239665;42.05886253;46.47462035;39.94063371;54.25770438;45.98036406;51.02858583;38.56166157;48.05114316;44.28907082;51.96900612;47.53606385;43.92197386;43.47504851;40.24955001;43.3788779;54.38033894;50.24478211;37.39937652;46.62911983;50.3344243;44.15788014;43.94972759;54.08783509;41.76346891;53.03492871;54.79290464;13.22896963;9.138561539;45.31228188;9.390901496;27.79838972;22.43706371;52.50063897;61;9.138561539
2410;41;30;25.64573724;11.87913642;10.88258683;23.7132582;13.3300392;17.70226968;17.73414504;21.97810693;11.03758592;16.52770608;18.62351203;15.71714545;13.65156226;30.82358962;27.34372117;20.73610602;27.02879138;8.923636613;10.62089441;11.94499556;15.08531021;17.58854986;18.37480644;33.23002743;14.35064769;8.131735148;27.85380027;25.3503758;18.3168696;20.57052864;21.22613109;19.53394548;18.04447319;25.58563545;5.057958789;25.11680123;22.75595985;20.66506968;20.71672314;17.64848883;15.00878949;6.68173716;13.38932642;20.59978218;16.63631945;13.02222946;2.938143173;13.77161043;6.350934078;27.68728736;9.386557865;23.43571002;26.91809413;20.724637;9.310935237;26.56591097;24.77619661;9.410760608;10.02473211;12.22273058;49.05504511;39.11508852;14.41253748;52.97008992;34.29379454;27.26116835;35.31596511;46;2.938143173
2411;76;85;12.65097468;23.32538094;22.01300575;11.17834542;21.6288525;19.53663396;12.37020246;10.41207277;21.31528364;20.05901526;25.09606729;21.84156133;22.62660208;19.0870105;31.19672989;14.45637426;15.10758056;21.43661807;25.11626315;23.81953286;12.47305319;19.81388752;17.92141062;12.36056019;21.39875961;21.21119317;20.65406817;13.61379668;22.24228554;16.55649828;25.07913981;16.55608182;13.74665783;12.36785943;22.35899917;12.95399537;12.30586233;18.36818532;10.090845;15.13906677;18.86179821;23.09326566;23.02846694;16.07948706;25.56153905;21.3915358;23.77518515;20.54968665;23.67901454;16.32619784;24.82015747;17.2036548;10.11001453;14.44490524;24.45801678;11.69391911;18.19831603;22.06360555;23.41950063;21.23315204;46.53985561;36.59989902;22.78184382;50.45490042;31.77860504;24.74597885;22.32120255;38;10.090845
2412;21;39;24.8156151;12.9570141;11.39995387;18.47178228;6.298191655;21.24128742;9.707799844;16.45539859;2.525677818;20.04728238;13.79441797;19.48975261;18.3953719;31.25165092;28.84492117;15.59399568;19.00244618;6.855494033;17.03870597;17.11287446;7.058965006;19.08974986;22.13924712;25.61684061;8.147132189;13.66571227;29.35500027;25.7784371;9.941127124;24.1901028;22.72733109;22.54455732;18.56184023;24.53249985;13.71095989;25.99667297;24.25715985;17.58673884;15.1940148;18.16585587;16.50998949;6.5833137;11.0767058;16.45346508;13.60977791;9.439774661;13.37577809;20.18942199;11.34883556;22.69487288;13.15099855;24.93691002;20.13898171;15.58252666;14.75874504;25.54799813;16.74985141;12.15517435;10.54209915;12.16104062;50.55624511;40.61628852;10.83008268;54.47128992;35.79499454;28.76236835;34.48584297;8;2.525677818
2413;69;60;14.2414968;14.56851144;16.38173365;14.00206014;21.56851476;7.675929484;19.67080722;16.12847083;25.30341332;7.6574784;29.59389037;15.26752555;10.65518776;18.59123062;30.24258697;18.67274688;22.40818532;24.39312275;13.75885091;12.07247936;19.77365795;18.8597446;7.371476704;21.82578699;25.85168199;20.25705025;19.69992525;12.86892086;29.3295474;6.98417184;24.12499689;5.58100116;14.31764987;6.677497354;21.40485625;6.208663133;5.402090188;18.3053409;17.32114344;12.84002337;17.90765529;27.39713688;23.63506454;19.41648828;26.88205757;23.26796758;22.82104223;15.69428769;22.72487162;17.42740112;14.67440569;16.24951188;13.94377141;18.66127786;23.50387386;8.097471166;25.49892079;21.10946263;17.01326481;15.60187994;45.58571269;35.6457561;24.6582756;49.5007575;30.82446212;23.79183593;23.73124719;36;5.402090188
2414;37;90;17.92596696;19.47511722;16.99553305;10.50944928;17.18605667;21.61560408;7.927406644;8.438250972;16.87248782;17.44717158;20.65327147;26.99871793;22.08545884;24.36200278;36.35388649;10.01357844;5.420348656;16.99382225;24.93372977;23.24735822;8.030257366;25.0888798;23.1964029;18.72719247;16.95596379;21.17467759;25.92906045;18.88878896;17.79948972;21.83149056;30.23629641;14.80253202;10.58766467;17.64285171;21.21992521;17.16064427;17.58085461;14.27680374;7.17686718;12.23514759;24.01895481;18.65046984;18.58567112;12.08096664;21.11874323;16.94873998;20.88474341;25.82467893;20.02862474;10.46609828;19.80268477;22.47864708;13.24933357;10.00210942;22.26771036;18.65834999;13.75552021;19.66413967;18.40202793;16.21567934;51.81484789;41.8748913;18.339048;55.7298927;37.05359732;30.02097113;27.59619483;16;5.420348656
2415;78;19;14.3909673;22.8856731;22.11386401;18.62842068;21.4431909;15.9516147;18.3852477;17.86214803;16.79966456;19.2118551;19.23231523;9.141052748;15.34830154;19.56881968;18.78800431;21.90644952;22.55765582;14.03154761;15.46171379;14.46359018;15.73641287;5.075145342;12.20951676;21.97525749;15.49010685;9.895475108;16.59903033;14.09560586;18.96797226;12.99852138;13.76342175;15.7514094;21.19673309;15.95295285;11.04328111;18.03517655;11.50118991;25.81826058;17.54092026;22.58914203;7.546080148;17.03556174;13.2734894;23.52956232;16.52048243;12.90639244;12.45946709;10.49976099;12.36329648;25.94089514;19.76256973;12.18094008;18.18967603;21.8949805;13.14229872;15.51028379;25.42729927;10.74788749;22.01934729;23.77732322;37.80027517;27.86031858;14.29670046;41.71531998;23.0390246;16.00639841;24.06119517;21;5.075145342
2416;40;72;18.85771842;12.8468886;11.25932893;8.05376706;16.08188849;18.83497386;10.3071714;8.855629752;17.33515592;14.66654136;23.03303623;25.26120403;19.30482862;25.29375424;37.40347363;4.130801579;12.54915974;19.37358701;20.16495299;19.01283944;10.41002213;26.02063126;22.46828454;19.65894393;19.33572855;21.18325285;26.86081191;19.82054042;20.17925448;21.45570774;31.28588355;12.0219018;4.612891606;14.51689089;20.59811629;12.39338891;18.51260607;7.91770026;7.59424596;4.214030433;25.06854195;19.51836882;20.96543588;7.066687439;23.49850799;19.32850474;20.35647023;23.29729779;21.83644982;11.96920076;14.19765673;23.41039854;11.25860299;4.119332562;23.37741042;16.71949925;14.65424551;22.04390443;12.79699989;10.47947522;52.74659935;42.80664276;20.71881276;56.66164416;37.98534878;30.95272259;28.52794629;53;4.119332562
2417;88;71;5.534791739;23.13120426;24.17387467;13.33921434;23.78972142;15.98742024;14.53107138;12.57294169;23.47615256;16.50980154;26.99881957;18.29234761;19.07738836;12.46892974;27.64751617;16.61724318;17.26844948;21.79805195;21.56704943;20.27031914;14.63392211;16.2646738;14.3721969;16.68605115;23.25661119;17.66197945;17.10485445;7.622654178;24.40315446;13.00728456;21.52992609;13.0068681;15.90752675;10.38948069;18.80978545;11.91118877;8.756648608;20.52905424;12.25171392;17.29993569;15.31258449;24.80206608;21.03999374;18.24035598;24.28698677;20.67289678;20.22597143;17.00047293;20.12980082;20.6516888;23.05041307;13.65444108;12.90046969;16.60577416;20.90880306;11.29146107;20.35918495;18.51439183;25.57595763;23.39402096;42.99064189;33.0506853;22.0632048;46.9056867;28.22939132;21.19676513;12.93686421;0;5.534791739
2418;72;71;12.95994306;18.27417732;20.05532593;11.56810722;24.93276552;13.37446506;16.54415268;13.61993299;25.48923386;12.78423924;29.27001751;21.25295149;16.35372334;19.39597888;31.50569827;16.7582046;19.28153078;25.61056829;19.41119327;17.72482172;16.64700341;20.1228559;12.20671452;17.37128643;25.57270983;21.52016155;20.96303655;13.92276506;26.41623576;10.48433448;25.38810819;10.13959968;12.40310759;4.190328094;22.66796755;5.810228273;8.739516028;19.9547352;14.26479522;15.09612219;19.17076659;27.26721588;24.89817584;19.07080086;28.14516887;24.53107888;24.08415353;20.85865503;23.98798292;16.37352848;18.50163655;17.51262318;8.202389352;16.74673558;24.76698516;3.352382026;22.37226625;22.37257393;20.71893069;19.27547222;46.84882399;36.9088674;25.9213869;50.7638688;32.08757342;25.05494723;22.42110261;55;3.352382026
2419;73;49;14.76343422;13.82369382;16.29978481;18.55682742;22.02735036;5.709395344;20.19274464;18.23461495;22.60013276;9.08819928;28.92785473;13.23495595;9.435446263;19.9412866;29.57655133;22.27891644;22.93012274;23.72708711;12.49055345;10.8041819;20.29559537;18.19370896;4.625346544;22.34772441;25.18564635;19.59101461;17.86992153;13.39085828;28.66351176;2.72925966;23.45896125;10.13576844;18.87241715;9.422114674;20.73882061;10.61833121;3.948698728;22.86010818;17.91338718;17.39479065;16.17525567;24.78334566;22.9690289;23.90202924;26.21602193;22.60193194;22.15500659;13.06068525;22.05883598;21.9821684;13.40610822;14.41950816;17.49473725;22.26744742;22.83783822;6.876957526;26.02085821;20.44342699;16.26844719;17.01598106;44.91967705;34.97972046;23.99223996;48.83472186;30.15842648;23.12580029;24.25318461;29;2.72925966
2420;30;32;28.19771952;12.69586194;11.13880171;22.29382278;8.947926055;20.64966006;13.52984034;20.27743909;6.655472778;19.47509646;13.78403917;18.66453583;16.59895264;33.3755719;29.89570345;17.88769698;22.82448668;5.159801393;13.56828479;14.89238594;10.88100551;20.14053214;21.32219682;29.43888111;10.31801037;11.90671075;30.40578255;27.90235808;14.3980905;23.51791902;23.77811337;22.28340516;18.30068807;28.16515647;9.419174169;26.04165449;25.30794213;16.34376426;19.0160553;17.90470371;17.56077177;3.50973198;11.70993086;17.45491164;14.32542275;10.1554195;8.368135613;16.71900081;5.956104678;26.51691338;12.33394825;25.9876923;23.96102221;17.87622796;14.28370422;29.31703601;20.57189191;9.258816488;10.28094699;11.89988846;51.60702739;41.6670708;11.54572752;55.5220722;36.84577682;29.81315063;37.86794739;41;3.50973198
