ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
130;38;28;8.347601441;27.89096747;22.67320213;22.50234915;40.51518598;20.99781414;13.84514757;22.10133991;25.23325559;19.62620826;23.82064724;7.760301251;19.58625704;15.90121216;14.33966536;18.52064266;24.31032132;29.96480806;26.0199993;25.39077598;47.24996234;24.65771876;13.56072316;50.1446464;43.07274381;36.59752318
134;53;86;18.33992506;15.73338995;8.950583829;13.43377173;28.35760846;7.88090238;19.64110947;14.71157335;11.04519509;15.0876468;28.510841;19.53853159;7.082006296;11.49385492;20.13562726;9.812817158;6.01038366;15.62021344;7.35993312;11.53867774;45.57195788;30.45368066;19.35668506;48.46664194;30.91516629;34.91951872
138;48;51;6.993438701;26.13128393;18.55947847;8.777575166;38.57502496;18.56845422;26.44175331;22.13913541;19.68075749;19.41910584;32.92587878;10.53205435;18.7532375;7.560073602;26.9362711;12.61569808;12.17569938;16.59561868;16.532343;14.702821;53.42518682;37.2543245;26.1573289;56.31987088;41.13258279;42.77274766
139;49;65;12.6238612;25.26503777;15.46556743;8.288788346;37.88925628;17.4125502;26.41145499;21.80440327;17.32015085;22.45208892;35.87528312;15.27447457;13.85235182;5.527299402;26.90597278;7.307015678;9.60128322;16.10683186;14.68479984;12.80048956;52.9364;37.22402618;26.12703058;55.83108406;40.44681411;42.28396084
143;56;66;16.3912921;22.16402753;16.99163935;6.925387946;34.13917996;11.47086468;28.54576587;20.44100287;17.98156127;21.08868852;34.51188272;19.87566469;15.9866627;8.611201002;29.04028366;10.29331288;5.55818562;16.45999966;9.91480908;7.382260295;51.5729996;39.35833706;28.26134146;54.46768366;36.69673779;40.92056044
144;64;42;13.54083952;25.68590987;25.84966135;11.10504027;37.05712024;17.4446166;25.35928923;15.54882559;26.83958327;11.9047581;24.25985678;13.18331305;26.15595926;17.83046566;25.85380702;19.77452386;15.76326948;23.75444446;18.27875736;13.19579968;45.96356918;36.17186042;25.07486482;48.85825324;39.61467807;35.31113002
146;48;52;7.388621441;26.47887227;18.14443999;9.125163506;38.9226133;18.44542038;26.83693605;22.55417389;20.02834583;19.83414432;33.28908944;10.53007597;18.33819902;7.145035122;27.33145384;12.47603752;12.52328772;16.94320702;16.87993134;14.826577;53.77277516;37.64950724;26.55251164;56.66745922;41.48017113;43.120336
147;26;34;7.689469841;29.48564189;17.76538789;23.32590729;42.1098604;21.63315432;12.18059625;24.05976931;20.32544135;21.58463766;25.77907664;7.102169651;14.6784428;15.40447384;12.67511404;19.13562394;22.63836888;27.02250208;21.11218506;25.29092968;49.20839174;22.99316744;11.89617184;52.1030758;44.66741823;38.55595258
150;64;68;19.45494058;17.63990915;18.81353143;9.152325326;31.888252;9.21993672;30.82557951;19.23811783;19.80345335;19.61419128;33.03738548;20.23576861;18.26647634;12.76572658;31.3200973;12.49089928;5.62220652;16.71831454;7.49701338;6.322037915;50.09850236;41.6381507;30.5411551;52.99318642;34.44580983;39.4460632
156;49;72;19.47979342;21.89790341;14.96311717;10.16002407;34.52212192;14.04541584;25.80562293;20.87608681;17.20970855;21.25216026;34.67535446;19.42001467;13.24651976;11.76089014;26.30014072;7.394133158;4.7492655;16.9587571;9.88635;11.7626281;51.73647134;36.61819412;25.52119852;54.6311554;37.07967975;41.08403218
159;43;93;19.1029399;18.77652587;6.342283509;17.72497551;31.40074438;10.9240383;20.40412431;17.75470927;7.26806699;18.13078272;31.55397692;20.43301147;7.845021136;12.25686976;20.8986421;9.773380538;11.92925286;13.81462264;10.40306904;14.58181366;48.6150938;31.2166955;20.1196999;51.50977786;33.95830221;37.96265464
160;53;68;16.10292772;23.24248721;16.12159075;10.22924169;35.86670572;14.881011;26.81211639;22.22067061;17.72081225;22.59674406;36.01993826;15.67513597;14.25301322;8.384024442;27.30663418;8.423084618;7.48917912;16.85724154;10.31205096;10.76824348;53.08105514;37.62468758;26.52769198;55.9757392;38.42426355;42.42861598
161;38;17;12.96753262;24.09518765;20.12834623;24.31022793;36.71940616;17.20203432;11.09679195;18.30556009;22.68839969;15.83042844;20.02486742;12.38023243;17.04140114;20.52114334;11.79480946;21.49858228;25.00132722;29.38546042;23.4751434;21.59499616;43.45418252;22.11286286;11.01586726;46.34886658;39.27696399;32.80174336
162;26;43;9.923181401;33.00295301;21.28269901;21.80942181;45.62717152;25.15046544;15.69790737;27.57708043;23.84275247;25.10194878;29.29638776;8.840959271;18.19575392;15.68168698;16.19242516;17.4669958;23.25667446;28.9111612;24.62949618;27.3296188;52.72570286;26.51047856;15.41348296;55.62038692;48.18472935;42.0732637
165;83;42;21.4312303;19.69169681;23.49017689;15.86466105;32.31591532;12.79854348;25.94711655;7.658434814;25.58478815;8.073997924;27.11506982;21.07370383;21.62159936;23.78916886;26.44163434;24.35241022;21.38118414;29.37235912;19.36640382;14.9486683;42.4881197;36.75968774;25.66269214;45.38280376;34.87347315;31.83568054
176;72;24;23.83105624;20.67846479;24.47694487;20.89350507;33.3026833;13.78531146;17.21174553;14.88883723;26.57155613;11.73409458;18.3796988;22.60288885;22.60836734;27.02021596;17.70626332;25.3391782;24.31851918;31.88599504;20.3531718;18.1782733;40.03745966;28.02431672;16.92732112;42.93214372;35.86024113;29.3850205
179;90;70;26.25372838;4.943853347;16.86438715;15.82561239;21.47056654;6.17275374;24.67540485;12.04409047;18.95899841;12.42016392;25.84335812;27.50765389;14.99580962;19.40765824;25.16992264;17.72662048;16.70596146;24.27343732;12.74061408;10.56571558;42.904475;35.48797604;24.39098044;45.79915906;24.02812437;32.25203584
180;7;60;16.51019314;26.43666863;14.71641463;24.70462533;39.06088714;18.58418106;14.74023219;25.41485203;17.27646809;24.1442736;28.33871258;16.16185123;11.62946954;17.28499528;15.23474998;16.08665068;19.58939562;23.97352882;18.0632118;22.24195642;51.76802768;25.55280338;14.45580778;54.66271174;41.61844497;41.11558852
181;54;76;19.93128874;19.97480243;13.28595511;10.59379365;32.59902094;12.12231486;23.97648075;18.95298583;15.38056637;19.32905928;32.75225348;21.09291607;11.41737758;13.62821764;24.47099854;10.29563818;1.67501238;14.45594956;7.3476036;11.72980456;49.81337036;34.78905194;23.69205634;52.70805442;35.15657877;39.1609312
184;37;56;4.409518841;29.40550733;18.28518355;12.93289647;42.02972584;21.55301976;23.85783345;26.44851139;20.82335147;26.12522388;36.04807688;8.109284951;17.35555244;5.123485062;24.35235124;11.85922186;16.33102068;20.75093998;20.6876643;17.72713324;57.58050812;34.67040464;23.57340904;60.47519218;44.58728367;46.92806896
191;68;23;22.05880798;20.99707361;24.79555369;21.07216971;33.62129212;14.10392028;16.18978185;15.20744605;26.89016495;9.722586664;17.11832054;21.47150779;21.93089132;26.6810929;16.68429964;25.65778702;24.637128;32.20460386;20.67178062;18.49688212;40.35606848;27.00235304;15.90535744;43.25075254;36.17884995;29.70362932
192;53;71;17.3468506;22.25479373;15.27864595;9.977027966;34.87901224;14.40230616;25.96917159;21.23297713;16.87786745;21.60905058;35.03224478;16.91905885;13.41006842;9.627947322;26.46368938;9.667007498;7.57664796;15.61331866;9.06812808;10.68274594;52.09336166;36.78174278;25.68474718;54.98804572;37.43657007;41.4409225
196;29;50;6.435360641;30.32809361;18.60783961;18.94839057;42.95231212;22.47560604;17.27852763;29.30627701;21.16789307;27.1986861;31.39312508;5.702057351;15.52089452;10.22288944;17.77304542;16.9337497;22.34651478;26.76643408;21.95463678;24.6921052;54.82244018;28.09109882;16.99410322;57.71712424;45.50986995;44.17000102
197;18;60;11.85488974;23.05174805;11.33149405;20.04932193;35.67596656;15.19926048;15.46019121;22.02993145;13.89154751;22.4060049;29.0586716;13.24754503;8.244548956;12.62969188;15.954709;12.7017301;16.20447504;20.58860824;14.67829122;18.85703584;52.4879867;26.2727624;15.1757668;55.38267076;38.23352439;41.83554754
199;77;24;23.74133002;18.56823221;22.36671229;18.78327249;31.19245072;11.67507888;17.12201931;12.77860465;24.46132355;10.21443294;17.24954972;22.51316263;20.49813476;24.90998338;17.6165371;23.22894562;22.2082866;29.77576246;18.24293922;16.06804072;37.92722708;27.9345905;16.8375949;40.82191114;33.75000855;27.27478792
202;28;45;5.246710301;32.09604035;20.37578635;20.31269871;44.72025886;24.24355278;15.62373867;27.50291173;22.93583981;25.02778008;29.22221906;3.803550851;17.28884126;12.39126526;16.11825646;18.58370194;23.71082292;28.13074222;23.72258352;26.23794454;52.65153416;26.43630986;15.33931426;55.54621822;47.27781669;41.999095
204;68;98;25.68339208;19.27863545;16.29405085;21.24038529;31.90285396;11.42614788;26.98457649;18.25681885;18.38866211;18.6328923;32.0560865;26.93731759;14.42547332;18.83732194;27.47909428;17.15628418;14.39590722;9.938655224;9.5829672;15.08392324;49.11720338;37.79714768;26.70015208;52.01188744;34.46041179;38.46476422
207;71;72;22.12800682;17.49477485;17.37015565;9.558210506;29.34302806;6.67471278;28.06068129;16.47295825;19.46476691;16.8490317;30.2722259;24.65306413;15.50157812;17.13990436;28.55519908;14.882404;7.76621658;18.8623246;8.92170456;3.776813975;47.33334278;38.87325248;27.77625688;50.22802684;31.90058589;36.68090362
208;18;64;13.57836706;21.32827073;9.608016729;21.22829391;33.95248924;13.47578316;13.73671389;20.30645413;12.16807019;20.68252758;27.33519428;14.97102235;6.521071636;13.52314588;14.23123168;10.97825278;14.48099772;18.86513092;12.9548139;17.13355852;50.76450938;24.54928508;13.45228948;53.65919344;36.51004707;40.11207022
209;77;39;21.09416506;19.09439669;22.89287677;16.53084441;31.7186152;12.20124336;21.19421691;12.27430177;24.98748803;5.434686424;22.36217018;19.73797099;21.02429924;24.304291;21.6887347;23.7551101;22.08345882;30.0746338;18.7691037;13.69095532;40.18663886;32.0067881;20.9097925;43.08132292;34.27617303;29.5341997
210;2;30;19.70103526;32.15569301;20.69355565;32.31383283;44.77991152;24.56132208;13.96993551;26.36606545;23.25360911;23.8909338;28.08537278;18.41300845;17.60661056;24.77570338;14.4644533;22.0637917;25.56653664;29.95066984;24.04035282;28.21909744;51.51468788;24.7825067;13.6855111;54.40937194;47.33746935;40.86224872
212;68;18;22.10902774;20.72799053;24.31777159;20.94303081;33.35220904;13.8348372;15.48971703;14.93836297;26.62108187;11.80429236;16.16381552;20.88086035;21.2308265;27.0697417;15.98423482;25.38870394;24.36804492;31.93552078;20.40269754;18.22779904;40.0869854;26.30228822;15.20529262;42.98166946;35.90976687;29.43454624
213;38;30;7.472304221;28.76626469;22.76960251;21.62705193;41.3904832;21.87311136;14.72044479;22.97663713;25.32965597;20.50150548;24.69594446;6.885004031;19.68265742;15.18730822;15.21496258;18.54803368;24.33771234;29.44509544;26.11639968;26.2660732;48.12525956;25.53301598;14.43602038;51.01994362;43.94804103;37.4728204
216;41;35;11.69473804;32.08454573;24.88131907;18.34880547;44.70876424;23.89526532;21.07897563;26.29491817;26.48054057;20.13362586;28.0142255;11.73609415;23.01274154;11.29629166;21.57349342;17.17891918;21.74692968;26.16684898;26.1035733;24.2740513;51.4435406;31.89154682;20.79455122;54.33822466;47.26632207;40.79110144
217;35;55;5.326954601;29.18953775;17.36774779;13.38267603;41.81375626;21.33705018;24.77526921;26.89829095;20.06945843;26.53543254;36.45828554;9.026720711;17.13958286;5.423132982;25.269787;11.3057605;16.78080024;21.20071954;20.81608092;18.644569;58.03028768;35.5878404;24.4908448;60.92497174;44.37131409;47.37784852
218;91;50;25.19411248;13.04948219;16.84796227;13.26452247;25.6737007;6.15632886;19.89116901;3.938461634;18.94257353;5.965311664;21.05912228;25.28231233;14.97938474;19.39123336;20.3856868;17.7101956;16.68953658;24.25701244;12.7241892;10.5492907;38.12023916;30.7037402;19.6067446;41.01492322;28.23125853;27.4678
222;66;35;17.3282521;22.62896081;26.42744089;13.83275637;35.07270184;13.65720402;22.83395625;16.73517991;28.52205215;9.895564564;20.74109372;16.80053077;24.55886336;21.53435296;23.32847404;23.56017268;19.5489183;27.54009328;22.06616994;14.79624394;42.94770572;33.64652744;22.54953184;45.84238978;37.63025967;32.29526656
223;71;66;22.7776711;15.84228713;17.23349509;9.578166566;27.75280096;5.08448568;27.45178491;14.82047053;19.32810635;15.19654398;28.61973818;26.26204369;15.36491756;14.99758;27.9463027;16.55055268;9.43436526;20.53047328;10.58985324;3.796770035;45.68085506;38.2643561;27.1673605;48.57553912;30.31035879;35.0284159
229;19;50;10.53823018;27.24794153;15.52768753;22.77946005;39.87216004;19.39545396;13.17565809;25.57178803;18.08774099;23.09665638;27.29109536;9.757246511;12.44074244;14.32575898;13.67017588;16.89792358;20.40066852;24.78480172;18.8744847;23.05322932;50.72041046;23.98822928;12.89123368;53.61509452;42.42971787;40.0679713
230;39;71;12.37761166;19.66614587;9.484768509;14.05043463;32.29036438;11.8136583;20.17529415;18.64432927;11.08399001;19.02040272;32.44359692;13.93407277;7.616190976;5.531541522;20.66981194;4.151769578;9.32778498;16.7076163;11.29268904;15.47143366;49.5047138;30.98786534;19.89086974;52.39939786;34.84792221;38.85227464
234;74;16;21.23198374;17.49285905;21.29133913;17.70789933;30.11707756;10.59970572;14.61267303;11.70323149;23.38595039;9.228099844;15.7806263;20.00381635;19.4227616;23.83461022;15.10719082;22.15357246;21.13291344;28.7003893;17.16756606;14.99266756;36.85185392;25.42524422;14.32824862;39.74653798;32.67463539;26.19941476
235;57;23;17.3991214;24.14680229;25.07127955;22.28015169;36.7710208;17.25364896;16.24322499;18.35717473;27.63133301;14.38227324;20.07648206;16.81182121;21.98433446;22.02140632;16.73774278;24.64083682;25.74403314;33.5372491;23.8215093;21.6466108;43.50579716;27.05579618;15.95880058;46.40048122;39.32857863;32.853358
238;48;23;14.02020442;25.13327381;23.70195919;20.77427553;37.75749232;18.24012048;14.87390463;19.34364625;26.26201265;16.8685146;21.06295358;13.43290423;20.6150141;18.64248934;15.36842242;21.26191984;24.43863222;29.92531636;24.80798082;22.63308232;44.49226868;25.68647582;14.58948022;47.38695274;40.31505015;33.83982952
240;41;60;8.621849021;24.65527385;14.47389649;10.97920845;37.27949236;16.80278628;24.87317511;23.63345725;16.07311799;24.0095307;37.4327249;11.85192439;12.60531896;0.888869082;25.3676929;6.771496598;13.4135943;18.79725196;16.28181702;15.1326097;54.49384178;35.6857463;24.5887507;57.38852584;39.83705019;43.84140262
241;65;70;21.31310068;15.16492625;18.55108627;7.234340366;29.4132691;6.74495382;29.39444931;16.76313493;20.98857449;17.13920838;30.56240258;22.12914583;17.0253857;14.20342438;29.8889671;14.15966974;7.04348232;18.13959034;7.25354544;3.847055015;47.62351946;40.2070205;29.1100249;50.51820352;31.97082693;36.9710803
242;28;44;5.661798521;32.03820149;20.31794749;20.66034423;44.66242;24.18571392;15.45941721;27.33859027;22.87800095;24.86345862;29.0578976;3.853258871;17.2310024;12.73891078;15.953935;18.63340996;24.05846844;28.47838774;23.66474466;26.58559006;52.4872127;26.2719884;15.1749928;55.38189676;47.21997783;41.83477354
247;51;41;10.8568855;29.14744463;21.96707899;12.25945965;41.77166314;21.25041048;25.02440319;21.32714503;24.66878963;17.13943578;30.49652408;9.122294591;22.65624776;14.20688866;25.51892098;16.82631916;15.9011172;22.82985358;20.19200358;17.89641796;51.9634883;35.83697438;24.73997878;54.85817236;44.32922097;41.31104914
249;72;43;18.01770214;20.21199857;24.01047865;13.02549939;32.34341938;13.18194354;23.70761283;12.61068493;26.10508991;8.417130664;24.14158826;16.28311123;22.14190112;20.59731094;24.20213062;22.38773314;18.37647876;26.36765374;19.88670558;10.47307252;43.2470282;34.52018402;23.42318842;46.14171226;34.90097721;32.59458904
250;8;39;13.89788716;27.43581185;15.71555785;27.33583503;40.06003036;19.58332428;13.35775677;25.23692983;18.27561131;22.76179818;26.95623716;13.31058697;12.62861276;19.79770558;13.85227456;17.0857939;20.58853884;24.97267204;19.06235502;23.24109964;50.38555226;24.17032796;13.07333236;53.28023632;42.61758819;39.7331131
253;94;51;26.49621628;15.24011597;21.85486351;15.98199285;27.0992734;11.1632301;24.04020597;4.415423594;23.94947477;6.851495044;25.20815924;27.16233043;19.98628598;23.90650066;24.53472376;22.71709684;21.49851594;29.26391368;17.73109044;15.55619194;41.88023126;34.85277716;23.75578156;44.77491532;29.65683123;31.2277921
255;43;30;9.584702561;27.90009455;22.59367801;19.51465359;40.52431306;21.00694122;16.36559049;22.11046699;25.29538865;19.63533534;23.82977432;8.997402371;21.79505576;14.7994384;16.86010828;17.45291818;22.9127778;27.3326971;26.65680924;25.37264218;47.25908942;27.17816168;16.08116608;50.15377348;43.08187089;36.60665026
257;79;35;22.18738546;18.78415055;22.58263063;18.74649855;31.40836906;11.89099722;20.88397077;11.43840001;24.67724189;4.598784664;22.05192404;21.60008527;20.7140531;25.12590172;21.37848856;23.44486396;22.42420494;29.9916808;18.45885756;15.90660946;39.87639272;31.69654196;20.59954636;42.77107678;33.96592689;29.22395356
