COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
93.0;73.0;0.0;25.184366209;26.278988631000004;15.58533354;25.596033755;18.378644569;16.733765509000005;15.054026438000003;25.239659548000002;18.59019588;28.748909510000004;20.751708854;20.960211285;10.806540932000003;29.102869826000003;18.601906560000003;19.287017187;23.78439272300001;23.635946397;22.479744039;16.805340045000005;18.498456956000002;16.796992489;18.850661706;25.27009851000001;19.843788122;19.540375531;8.47561924;26.24356398100001;15.52671114;23.370059766000004;15.613827360000002;18.438516357000005;13.188444547000003;20.843262230000004;13.402110719;11.371880454000003;22.68828672;14.693898720000004;19.598271475;17.750436414000003;26.577409380000002;23.251229043000006;20.55303342;26.211836987000005;22.703274848;22.326172619;19.145313090000002;22.109228188000007;22.772137961000002;24.917720725000002;16.029774949;15.239278898000002;18.599612756000003;22.738573739000003;13.589842737;22.240245252999998;20.684951702;27.51337755;25.381966359;44.54679314499999;35.04227177999999;24.045222600000006;46.972202579;30.300482896000002;23.411666217;12.995606513
44.9;48.4;25.184366209000007;0.0;2.3370510999999996;15.031886449000002;7.889574384;8.975439518000002;17.931225458;14.731574487000001;10.648792577000002;6.780367549;23.745996819000002;15.526366623000001;8.981974234;28.219039221000003;33.25766473499999;14.181143989;21.915266956;15.561067811999997;10.668345286000001;9.268192828000002;15.411910474;24.316904385000004;12.065127398000001;27.460767294999997;18.517866979;14.365060370999998;28.332796340000005;23.565070829000003;21.92606363;11.681794309;27.524854674999997;9.570538849;10.803984466000001;15.434912396000001;12.834357279;14.985444168;14.327390203000002;12.756724669;15.481926409;8.548289024;18.206272122999998;12.705346129;21.348988492000004;13.778325289;23.998504055999998;20.096474517;13.139792628;13.403575878999998;14.644014617000002;17.24053455;4.943491333999999;23.931084577999997;17.494932687000002;14.178850185;16.417530948;16.891554826;24.443839381999997;17.640481311;2.334577039;4.0169932479999995;54.422513894000005;44.917992529;21.438422269;56.847923328;40.176203645;33.287386966;34.27359430199999
39.7;48.8;26.278988631;2.3370510999999996;0.0;15.750647391000001;5.656687646;11.30692492;16.45816546;14.311452389000001;9.252736399;9.111852951;22.349406101000003;17.641495505;11.313459636;30.282079403000004;32.52299401699999;11.870099691;20.371047978;14.164477093999999;12.783474168;11.40310299;13.938850475999999;23.582233667;14.3966128;27.067592217;17.121276261000006;13.630389652999998;30.664281742;25.703372611000002;20.529472912000003;14.013279711;26.790183957000004;11.633579031;10.342438847999999;17.384255818000003;12.099686561;16.934787590000003;16.658875605;10.445680371;13.170882111;6.8634807460000005;20.232108945;11.309289951;19.952397774000005;11.467280990999997;22.602447878;18.700418339000002;12.244988749999994;15.538486041000002;13.560042979;18.490607852;7.1253650560000015;25.938031720000005;18.960750449;11.867805887;15.68286023;18.840898248000002;22.970779384000004;16.556509673;1.599906321;1.70594895;54.13467391599998;44.630152550999995;20.042366091;56.56008334999999;39.88836366699999;32.99954698799999;35.70072010400002
51.0;78.3;15.585333539999999;15.031886449000002;15.750647390999996;0.0;19.608769295;15.371284129000001;10.746501049;2.003733218;19.252395088;11.288627400000001;22.90539245;22.608849554;15.639178005000002;22.040410112;33.172228286;9.760029000000001;13.299752727000001;19.33556594300001;18.400984196999996;16.716816219000002;10.818075585;22.56781541600001;18.589964448999996;16.373937126;19.550710410000004;23.212533662000006;23.609733991000006;16.586245660000003;20.25629952100001;17.73791904;27.439418226000008;8.782721100000002;5.418035817;11.186831947000003;23.334722570000007;9.163334879;15.441238914;13.15431318;3.13056126;8.906821195000001;21.819794874000003;20.947736099999997;20.888125083000006;12.58243206;23.227837847000004;19.325808308000006;22.975396979000003;20.85219927;22.276797808;11.909291741;16.565752345;20.099133408999997;3.279448118;9.757735196;24.265192019000008;13.234364397000004;16.252980793;21.99551496200001;16.61714685;14.853625119000002;48.61615160499999;39.11163024;20.66775606000001;51.041561038999994;34.369841356;27.481024677000008;25.007065013000005
25.7;48.4;25.596033755;7.889574384;5.656687646;19.608769295;0.0;16.859448204;11.325750864000002;17.763735912999998;4.336790043;13.802360855000002;17.917853845;23.147773789;16.86598292;32.051110327;31.880668321000005;12.096679655;20.043999901999996;9.732924838;18.289752452;16.955626273999997;8.80643588;22.939907971000004;19.949136084;26.384637341;12.689724005000002;17.671197337;33.178319286000004;26.596945875000003;15.617165376;19.565802995;26.147858261000003;16.009182815000003;15.430983932;22.216006901999997;16.458885804999998;21.766538674;21.447296428999998;10.672260335;16.623165635;11.95202583;20.528234909000002;8.528212235000002;15.346788758;11.201390495;17.686501521999997;13.784471983000003;15.402757894;21.091009324999998;13.011820263000002;22.675449256;12.677888339999999;28.377316464000007;21.268741213;12.094385851;18.723855693999997;23.672649331999995;17.838364787999996;16.008286957;7.152429604999999;6.201805154;53.49234821999997;43.98782685499997;15.126419735;55.91775765399998;39.24603797100001;32.357221292000006;35.017765228000016
66.1;47.6;18.378644569;8.975439518000002;11.30692492;15.371284129000001;16.859448204;0.0;23.596434998;17.370967707;18.480635836999998;4.615393489000001;30.068772699;9.334800063000001;4.249650574;23.552524340999987;27.411433215000002;19.822872889;26.149686675999988;23.392911071999997;7.453351306;5.7691833279999996;23.668009533999996;19.263216405;3.5535788779999997;25.713331195;26.349710239;17.805102890999997;20.40249356;16.214182949;29.75790689;2.916190489;22.193382534999998;7.4055647890000005;15.773854605999999;9.024482996000001;17.837029478999998;8.575014768;7.4484326229999995;19.729847269;18.497795748999998;14.391794144000002;12.328179823000001;20.537189388999998;24.57109223200001;20.751447888999998;27.531700175999998;24.023138037000002;18.639366768;9.611082859;21.219168197;18.76589223;8.207160013999998;15.722847818;15.386602107;19.820579085;18.385310687999997;10.159136566;27.838221601999997;22.004814891000002;11.304450859000001;12.341050108000001;46.423117753999996;36.918596389;25.36508578900001;48.848527188;32.176807505;25.287990826;26.922706421999997
16.1;75.0;16.733765509;17.931225458;16.458165460000004;10.746501049000003;11.325750864;23.596434998000003;0.0;8.901467666999999;10.969376657000002;20.712249709;14.622374018999997;20.787825243000004;25.06280031400001;23.188842081;29.138986215000003;7.941123709;11.181731656000004;11.052547512000002;24.828289186;24.835670668000002;2.5350571540000004;20.198225865000005;22.014782918;17.522369095000002;11.267691978999999;14.929515231000003;24.75816596000001;17.734677629000004;11.973281089999999;20.744501569;23.406176155;18.206343409000002;11.911294426000001;16.568300756000003;15.051704139000002;18.043737108000002;16.589670883;12.458487648999998;7.760897388999999;11.492985943999999;17.786552803000003;12.664717669;12.605106652000002;9.251123928999998;14.944819416000003;11.042789876999999;14.692378548000002;24.016139239;13.993779377000003;14.838874530000002;21.182399054000005;21.247565378;12.406472967000004;7.938829905;15.982173588;17.459014846000002;7.474870742;13.712496531000003;17.194080679000006;16.243456228000007;49.764583574;40.260062209;12.384737629000002;52.189993008;35.518273325;28.629456646000012;26.15549698200001
49.1;79.8;15.054026438;14.731574487;14.311452388999996;2.003733218;17.763735912999998;17.370967707;8.901467666999999;0.0;17.407361706;13.288310978000004;21.060359068;24.289760212000004;17.638861583;21.509103009999997;32.64092118400001;9.717002618;11.454719344999999;17.490532561000002;20.400667775;18.716499797;8.973042203;22.036508314;20.335043846999998;15.842630024000002;17.705677028;21.36750028;23.078426889;16.054938558;18.411266139000002;19.064762497999997;26.908111124;10.782404678;6.777410734999999;13.186515525;21.489689188000007;11.163018457;14.909931812;13.111286798;1.1419201579999998;9.397112913;21.288487772;19.102702717999996;19.043091700999998;12.010862978;21.382804465;17.480774926000002;21.130363597000002;22.683364448;20.431764426;11.646494959000002;16.868394543;19.567826306999994;5.279131696;9.714708814;22.420158637000004;15.234047975000003;14.407947411000002;20.150481580000008;15.569733128000001;13.414430117000002;48.08484450300001;38.580323138000004;18.822722677999998;50.51025393700001;33.83853425400002;26.949717575;24.475757911
24.9;41.3;25.239659548;10.648792577000002;9.252736399;19.252395088;4.336790043;18.480635837;10.969376657;17.407361706;0.0;17.398409607999998;14.538973998;19.196986002000006;15.962243353000005;31.49325732;27.548146974000005;16.424414428000002;19.687625695000005;6.692408930999999;15.898232305;15.080211427000005;8.450061673;18.607386624000004;19.157347097000006;26.028263133999996;9.310844158000002;13.338675989999999;28.845797939000004;26.039092868000008;11.423359529;21.317519008;21.815336914000003;19.605231567999997;16.132868725;25.074194795;13.460864898;23.452337426999996;23.639746282000004;14.999995108;16.266791428000005;15.548074583;16.195713562;6.699632187999999;11.014267411;15.529125268;13.353980175;9.451950636000001;13.101539307;18.750474357999998;10.487824796;23.344768569;10.802473492999999;24.044795117000007;20.912367006;16.422120624;14.391334346999999;25.964908885;17.481990581;12.12165729;8.325748918000002;9.797853907;49.15982687299997;39.65530550799998;10.793898388;51.58523630699998;34.913516624;28.02469994500001;34.66139102100001
59.0;50.7;18.59019588;6.780367549;9.111852951;11.288627400000001;13.802360855000003;4.615393489000001;20.712249709;13.288310978000002;17.398409607999998;0.0;30.472611890000003;12.113699474;4.883287365;21.971408432;31.251313826000004;15.740216160000001;22.183890746999996;22.335869663;7.645093557000001;5.9609255789999995;20.783824245000005;23.037141116000004;7.335414049;24.250369986;25.292668830000004;16.983916862;23.127921451000002;17.046162100000004;28.700865481000008;7.3217482799999996;26.313041346;3.32290806;11.691197876999999;8.722445467000002;16.97992523;8.272977239000001;7.6599839339999996;15.647190539999999;14.41513902;10.309137415;15.092475714000003;19.45496316;24.974931423;16.668791159999998;27.935539366999997;24.426977228000002;17.852920859;10.09630863;20.432722288;14.683235501000002;6.905079565;18.804159768999998;12.343344758000002;15.737922356;17.495581679;10.179087897;23.755564873;22.408654081999998;9.109378890000002;8.730070539000002;49.08547730499999;39.58095594;25.768924980000005;51.51088673900001;34.839167056;27.950350377;27.754685572999996
