COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
93.0;73.0;0.0;22.3813818;23.62270704;14.27046834;23.37005916;16.31820846;15.30029184;13.54110438;23.08362132;16.796340179999998;26.16723780000001;18.428367;19.0450683;9.49661544;26.45574696000001;17.027208779999995;17.669314919999998;21.70536312;21.368274;19.98302802;15.413956379999998;16.73505984;14.998389180000002;17.111143379999998;22.7701086;18.02850708;17.353050599999996;7.767990479999999;23.67497748;13.864184580000002;21.13337142;13.72823064;16.494458399999996;12.00730986;19.09063836;11.539041120000002;10.15255392;20.3803503;13.388236380000002;17.58216846;15.932541120000002;24.3116667;20.92024698;18.40177122;23.40198492;20.52600186;20.34500436;17.320537199999997;20.21032422;20.831092559999995;22.341381779999995;14.590398360000002;13.817727240000002;17.027208779999995;20.9471028;12.40733334;20.4597003;18.76124214;24.45788112;22.91658282;39.31035234;31.058759640000005;21.731250300000003;41.24230314;26.67461478000001;20.76019704;11.53371798
44.9;48.4;22.3813818;0.0;2.08017312;13.76487636;7.134631679999999;8.13014412;16.422367559999998;13.365062699999998;9.65426244;6.085388099999999;21.42502578;14.15812452;7.945249020000001;25.46597256;30.702492779999996;12.750688740000005;19.624692480000004;13.93202892;9.81056586;8.407512420000002;14.1226299;22.381609320000003;10.8161202;24.81961554;16.32519996;13.116697500000004;25.3422885;21.240845699999998;19.27143726;10.584168000000002;25.38011724;8.65315116;9.88257972;14.014022099999998;11.748092220000002;13.6406526;13.17723804;11.362514340000002;13.908458640000005;7.87852722;16.50017808;11.63791086;19.23873636;12.354193620000002;21.7204743;18.248588039999994;12.146071620000004;12.04954314;13.509175979999998;15.355406220000004;4.386397499999999;21.91108566;15.919443059999995;12.750688740000005;15.041285699999996;15.440610239999996;22.655993460000005;16.311772259999998;2.07649932;3.50560758;48.51529566;40.26370296000001;19.45383648;50.44724646;35.87955810000001;29.965140360000003;30.83739624
39.7;48.8;23.62270704;2.08017312;0.0;14.44735062;5.13763812;10.210317240000002;15.079468079999998;12.91372338;8.2698915;8.16556122;20.19996114;15.81583842;10.025422140000003;27.20667636;30.057035099999997;10.670515620000002;18.067974480000004;12.70696428;11.468279760000003;10.487685540000005;12.77973042;21.736151640000003;12.896293320000002;24.17716098;15.10013532;12.471239820000005;27.42246162;22.9815495;18.04637262;12.664341120000003;24.73465956;10.39385496;9.35564238;15.64424418;11.102634540000002;15.27087468;15.257411159999998;9.28234122;11.82828552;6.040538580000001;18.01941888;10.2319611;18.013671719999998;10.2740205;20.3984217;16.87510434;11.10592392;14.129716260000002;12.28411134;16.026476159999998;6.466570619999999;23.991258780000003;16.99943952;10.670515620000002;14.420454780000002;17.070832320000005;21.28175694;15.08670762;1.43104164;1.42543446;48.73814772000001;40.48655502;18.08035278;50.67009852;36.102410159999984;30.187992419999997;32.07872147999999
51.0;78.3;14.27046834;13.76487636;14.447350619999998;0.0;17.766239340000006;13.99004394;9.69647202;1.75947126;17.479801500000008;10.376138340000002;20.764901400000003;21.03175866;14.3592684;19.692001439999995;30.10602666000001;9.17385684;12.0654951;17.60794896;16.6449651;15.20564022;9.81013656;20.385339540000004;17.0520384;14.82492228;17.361151800000002;21.26944416000001;21.04688568;15.061889999999998;18.071157660000004;16.347426060000004;24.78365112;8.042111160000001;5.09170824;10.22713236;21.383481240000005;8.44954758;13.80283362;12.39846384;2.84490912;8.406812039999998;19.58282082;18.909330300000004;18.95054676;11.748932820000002;20.858543940000004;17.335226580000004;21.075973920000003;18.847670940000004;20.334632700000004;10.72753356;15.26058738;18.24067806;2.99766426;9.17385684;22.36176084000001;12.20239158;14.85588048;19.975951020000007;15.4814172;13.7412264;42.96063204;34.70903934;18.54047502000001;44.89258284;30.324894480000005;24.410476740000004;22.72648278
25.7;48.4;23.37005916;7.13463168;5.13763812;17.766239340000002;0.0;15.264775800000002;10.25584044;16.022232780000003;3.8838222;12.416148239999998;16.229277240000005;20.77212444;15.076715879999998;28.791592259999994;29.243373899999995;11.33943012;18.238723680000003;8.9972955;16.424565780000002;15.542144100000003;7.95610278;20.92249044;17.950751880000002;23.9245131;11.390466539999998;16.27415694;29.8084686;24.161480819999998;13.69892232;17.718799680000004;23.92099836;14.76955704;14.23407588;20.337173040000003;15.055429320000002;19.96380354;19.62811158;9.95125572;14.93679492;10.91897208;18.72016806;8.00909544;14.000429939999998;10.10613912;16.012352400000005;12.489035039999996;14.20147758;19.1265177;11.7261807;20.402178240000005;11.521029179999998;26.22049512;19.23634854;11.33943012;17.366473619999997;21.763761180000003;16.489466340000003;14.528776980000002;6.485500200000001;5.58455772;47.92448652;39.67289381999999;13.694283479999998;49.85643732;35.28874895999999;29.37433121999999;31.8260736
66.1;47.6;16.31820846;8.130144119999999;10.21031724;13.990043940000003;15.264775800000002;0.0;20.998311659999995;15.749515200000006;16.726821480000005;4.11425208;27.410907;8.543758319999998;4.015138619999999;20.67443076;25.00626756;18.060982260000003;23.250569880000004;21.14981880000001;6.52834836;5.08902348;21.1119762;17.699591279999996;3.30190716;22.8091632;23.542989840000004;16.296437100000002;17.73606732;14.521652759999998;26.489227140000004;2.45402388;19.683892019999995;6.68201514;14.169159600000004;8.303516100000001;16.27865016;7.9301466;6.73220814;17.730002580000004;16.834953060000004;13.200735840000004;11.039584199999998;18.906484620000004;22.16391618;18.721681860000004;24.64565412;21.76967106;17.241699660000002;8.731054199999999;19.8295191;16.718054340000002;7.33679976;14.42923056;13.6607256;18.060982260000003;16.7371671;9.05523612;24.7427463;20.00491134;10.206643440000002;10.987498380000002;40.92634002;32.67474732;22.9749195;42.85829082;28.29060246;22.37618472;24.15141798
16.1;75.0;15.30029184;16.422367559999998;15.079468080000002;9.69647202;10.255840440000002;20.99831166;0.0;7.95246546;9.969402600000002;18.531132600000003;13.2545025;18.700882260000004;22.514262660000004;20.72182494;26.728262219999998;7.178869379999999;10.16895636;10.09755006;22.6493052;22.57071156;2.29973766;18.40737876;19.67849238;15.854745780000002;9.850752900000002;13.75904526;22.07670918;16.091713499999997;10.56075876;18.54428778;21.40588668;16.19710542;10.53162858;14.87605614;13.873082340000003;16.19666652;14.83265712;11.25397902;6.8670276;10.0818099;16.205056380000002;11.3989314;11.44014786;8.34443394;13.34814504;9.824827680000002;13.565575020000002;21.968466900000003;12.824233800000002;13.34981304;18.84167406000001;19.270501560000003;11.166581219999998;7.178869379999999;14.85136194;15.837822239999998;7.0712046;12.465552120000002;15.77323608;14.67358692;43.990455540000006;35.73886284000001;11.03007612;45.92240634000001;31.35471798000001;25.440300240000006;23.756306280000004
49.1;79.8;13.541104379999998;13.3650627;12.91372338;1.75947126;16.02223278;15.7495152;7.95246546;0.0;15.735794940000002;12.135609600000002;19.02089484;21.349282739999992;16.11873966;18.96263747999999;29.376662700000004;9.15767568;10.32148854;15.8639424;18.40443636;16.96511148;8.066130000000001;19.65597558;17.919304919999995;14.09555832;15.61714524;19.5254376;20.317521719999995;14.332526039999998;16.3271511;16.785100319999998;24.054287159999998;9.80158242;6.13138944;11.98660362;19.639474680000003;10.20901884;13.07346966;12.382282679999998;1.08543786;8.57844504;18.853456859999994;17.165323739999998;17.2065402;11.05394484;19.11453738;15.591220020000002;19.33196736;20.241452939999995;18.59062614;10.32962184;15.41074668;17.5113141;4.64532522;9.15767568;20.61775428;13.96186284;13.11187392;18.23194446;14.29745454;12.20759916;42.23126808000001;33.97967538000001;16.79646846;44.16321888;29.59553052;23.68111278;21.997118819999997
24.9;41.3;23.08362132;9.654262439999998;8.2698915;17.4798015;3.8838222;16.72682148;9.9694026;15.735794940000002;0.0;15.548401619999996;13.5249051;17.33217174;13.975573739999998;28.416985319999988;25.3595517;14.962198859999996;17.952285840000002;6.09960558;14.4123147;14.154714900000002;7.66966494;17.03866824;17.83989294;23.63807526;8.42507928;12.39033474;25.9246464;23.78687388;10.18376622;19.18084536;20.03717616;17.90181042;14.72758074;22.65938562;12.50437182;21.221654160000003;21.493812180000003;13.83507792;14.65035708;14.05122546;14.836345860000002;6.20463216;10.11660774;13.98996132;12.1285302;8.60521284;12.16690056;17.114266620000002;9.60205566;21.133142520000003;9.87172086;22.336672920000005;18.9499107;14.962198859999996;13.48265142;23.62115172;16.203028500000002;11.0968416;7.59934194;8.716811100000001;44.040664320000005;35.789071619999994;9.810461279999998;45.97261511999999;31.404926759999995;25.490509019999998;31.539635760000003
59.0;50.7;16.79634018;6.0853881;8.16556122;10.37613834;12.41614824;4.11425208;18.531132600000003;12.135609600000002;15.54840162;0.0;27.51041388;11.155966800000002;4.48347654;19.88093094;28.88863662;14.44707666;19.63666428;20.01741702;6.76917324;5.329848360000001;18.644797140000005;20.811895260000004;6.834127799999999;22.03556334;22.410588059999995;15.060524759999996;20.25832572;15.655804079999998;25.35682536;6.568275960000001;23.56626108;3.06810954;10.555254;7.955776559999999;15.12156042;7.582407059999999;7.21196334;14.116096980000002;13.22104746;9.58683024;13.651792680000002;17.51047122;22.75029246;15.107776260000003;25.2320304;22.35604734;16.005787319999996;8.97187908;18.59360676;13.10414874;6.04538808;17.452118099999996;11.27468856;14.44707666;15.810157740000005;9.4009524;21.1288407;20.59128762;8.161887420000001;7.56007056;43.38718776;35.135595060000014;23.561295779999995;45.31913856;30.75145020000001;24.837032460000003;25.25235462
