ID_NODO;COORDENADA_X;COORDENADA_Y;CENTRO_CERCANO;TIEMPO_CERCANO
0;43;67;32;2.2930302
3;72;14;21;4.4216320200000006
5;102;64;13;3.4838932799999998
6;43;78;32;3.4978486799999997
16;67;72;35;3.9378654
18;7;30;10;3.6885306
19;40;55;59;2.0289598800000004
20;77;37;22;5.879473379999999
21;34;72;53;4.27434816
22;47;18;25;1.13254176
34;7;54;20;3.20685888
38;49;16;25;2.23893882
41;7;67;20;5.752392
46;40;52;59;0.77159904
48;49;88;38;4.92656262
58;96;42;51;1.32895152
63;26;37;41;4.210267620000001
65;41;46;58;0.34600139999999996
68;43;46;58;1.15834368
85;43;79;32;3.89359758
90;63;72;35;5.60599806
96;44;18;25;2.4127636199999998
98;72;68;35;4.5195723
107;39;76;39;6.897116820000001
109;59;16;40;5.09692722
110;35;23;48;2.50372056
116;64;54;5;3.45511422
118;39;47;58;1.19227902
119;48;30;25;4.6728348
120;49;51;9;4.269630060000001
122;39;28;46;3.6160782
125;103;47;51;4.63874844
130;38;28;46;4.0133217
134;53;86;7;4.49144034
138;48;51;1;3.9637210200000004
139;49;65;39;4.13720328
143;56;66;31;4.83048054
144;64;42;12;1.43062494
146;48;52;59;4.12709112
147;26;34;41;2.9540623200000002
150;64;68;35;3.5651284800000003
156;49;72;3;3.87282816
159;43;93;38;5.99663724
160;53;68;32;5.7068367
161;38;17;57;4.8428727600000006
162;26;43;8;5.43715194
165;83;42;51;6.5236724399999995
176;72;24;40;5.3320140600000006
179;90;70;0;2.34356328
180;7;60;20;6.127038600000001
181;54;76;7;4.40829102
184;37;56;59;2.7809960999999994
191;68;23;40;3.3158046
192;53;71;52;5.55586326
196;29;50;4;3.1774514400000005
197;18;60;20;3.8648048399999997
199;77;24;21;6.917545199999999
202;28;45;4;2.6194278000000004
204;68;98;23;4.41784698
207;71;72;55;4.1644342199999995
208;18;64;20;2.2560525
209;77;39;29;5.0568195
210;2;30;10;1.5481452
212;68;18;40;2.9592975599999995
213;38;30;46;4.04317062
216;41;35;50;7.52969292
217;35;55;59;3.65939262
218;91;50;51;6.52044486
222;66;35;19;4.519999800000001
223;71;66;33;4.245426119999999
229;19;50;8;6.22597416
230;39;71;39;4.91607762
234;74;16;21;5.51174166
235;57;23;54;5.6983326000000005
238;48;23;34;1.93606158
240;41;60;39;3.08527308
241;65;70;35;1.21951068
242;28;44;4;3.0140088
247;51;41;50;2.4227472
249;72;43;29;2.28098016
250;8;39;20;7.06971834
253;94;51;51;6.763249859999999
255;43;30;34;4.8667761
257;79;35;22;6.651952259999999
258;34;44;8;4.978145039999999
264;51;49;50;3.2194126800000005
267;77;36;22;6.263007419999999
268;29;47;4;2.3009558400000003
269;85;61;36;6.268768860000001
270;19;69;20;4.295469
271;54;56;9;6.263834040000001
275;19;66;20;3.0909534599999997
276;41;66;39;4.832413440000001
288;81;14;40;10.34578326
294;73;45;29;2.65990848
297;67;68;35;2.3651032200000004
300;40;29;46;4.4510544
303;64;49;5;1.97514798
305;34;88;16;7.28440398
306;80;63;36;5.051047500000001
314;46;58;39;4.625750760000001
324;43;87;38;3.7364592599999997
325;66;41;5;3.5178835200000003
329;90;48;51;7.2884895599999995
331;73;61;36;5.775424740000001
332;49;43;58;6.153562619999999
337;34;43;8;4.5785934
340;67;71;35;3.5349630600000004
343;40;20;46;1.813974
349;27;84;6;6.33444852
353;47;30;25;4.2788718
354;71;50;5;4.359660419999999
355;26;22;17;3.51502998
356;47;34;50;5.49901404
357;56;20;25;5.6018727
360;48;29;25;4.27849254
362;49;60;39;4.27260108
369;46;79;32;4.28268972
374;64;60;35;4.73763108
379;46;33;50;6.05504322
380;67;47;5;4.390364159999999
393;47;62;39;3.12627648
398;59;43;50;4.65705528
404;47;80;32;4.83943626
412;35;20;48;2.71811166
413;79;49;29;4.85685186
414;92;46;51;5.29129548
424;48;1;25;8.52039528
426;35;43;8;4.907455499999999
428;93;49;51;5.89015332
435;68;61;31;5.5102017
438;23;58;4;4.65308418
439;81;52;36;5.390485620000001
442;36;84;6;5.27224368
450;69;51;22;3.51872046
465;40;45;58;1.12142766
471;43;70;32;1.09084644
478;66;45;5;3.49121778
479;55;43;9;5.56366734
500;79;45;29;6.38627406
506;59;72;35;4.4755392
507;86;41;51;6.3905973
510;44;48;1;3.56651868
522;66;4;30;6.6114573
527;63;14;40;3.69908922
529;63;2;40;8.543960219999999
535;55;56;9;5.87128878
541;60;42;12;0.66466002
546;73;11;40;7.102949100000001
548;64;27;11;0.72442164
551;36;42;2;4.59078192
552;86;63;36;6.24604284
556;70;63;55;6.02996712
559;27;70;53;4.593816180000001
562;86;25;21;10.57359948
564;36;43;2;4.1917572
567;66;56;9;4.75523832
571;70;12;21;4.43289564
576;66;72;35;4.80551724
579;90;31;51;10.01935368
581;80;67;55;6.49183092
589;64;52;5;2.6279946
590;70;46;5;4.841528819999999
594;75;52;29;4.44737898
601;25;23;17;2.9646849
606;50;29;34;4.98095202
608;36;61;39;4.73099118
615;26;39;4;4.3250421
617;84;26;40;9.5510184
618;48;11;25;4.36354446
623;70;30;47;4.451003640000001
627;74;46;29;4.31192526
628;31;49;4;2.23727184
629;80;61;36;4.63499802
631;40;58;59;3.20364558
632;61;42;12;0.2593035
636;66;60;35;5.56073106
637;126;43;65;6.541295819999999
639;33;30;48;5.05374054
640;44;35;50;6.51205986
644;40;49;2;0.14601186
651;31;48;4;2.64084216
653;60;72;35;4.8665373
654;41;15;54;4.60236072
656;73;18;21;6.99143634
658;73;27;11;4.541054519999999
659;61;35;47;2.85763938
662;80;65;55;6.53689884
666;64;1;40;9.10981902
670;62;38;19;2.37157098
672;25;57;4;3.78843204
673;17;30;24;4.03505322
677;62;45;19;5.2408821
681;94;47;51;4.9812799199999995
682;51;72;3;4.67760876
686;75;36;22;4.705236599999999
687;74;64;33;4.385396399999999
688;70;4;21;5.7530208
693;70;9;21;3.25306182
695;75;38;22;3.9158571600000003
710;41;23;34;4.70407836
714;56;22;25;4.77405708
715;64;72;35;6.0462048600000005
719;103;64;13;3.10366008
721;33;57;37;4.17111168
722;39;94;16;5.457228
724;81;47;29;4.46768682
725;66;14;40;4.821045240000001
727;50;17;54;0.49265994
728;70;25;47;5.81969616
730;40;66;39;4.49609688
739;40;69;39;3.30350712
748;56;64;31;4.00640436
749;64;62;55;4.7694747
757;50;22;25;3.92897478
761;126;33;65;6.460402739999999
786;93;47;51;5.664209999999999
789;28;35;41;3.26705544
806;148;-13;60;3.7364242200000004
813;30;39;41;4.68275076
815;68;4;21;5.95508502
817;104;65;13;4.3755168
818;56;43;50;3.40768734
823;54;79;52;3.7910479199999996
836;131;8;61;6.241248720000001
844;94;37;51;3.56880132
845;90;26;11;9.673381079999999
848;109;84;66;3.01025136
849;39;79;3;5.348223300000001
860;81;13;40;10.741785902
869;33;36;41;4.804649820000001
877;84;28;40;8.76608358
896;38;71;39;4.4980137
908;106;90;66;2.1613749
922;89;83;0;6.07744926
927;89;84;0;6.317178719999999
931;89;60;27;3.7751272800000004
932;123;39;65;4.48716078
939;50;59;31;2.75553138
945;70;-8;30;3.58707558
947;68;79;52;7.10353518
951;50;98;49;0.85138806
963;97;53;51;7.623287339999999
1016;138;-4;60;7.03825242
1046;81;30;40;7.75142574
1050;89;27;11;9.32756034
1111;126;10;61;4.852767060000001
1125;38;83;38;3.7459867799999995
