ID_NODO;COORDENADA_X;COORDENADA_Y;CENTRO_CERCANO;TIEMPO_CERCANO
0;43;67;32;2.06015556
3;72;14;21;3.9729582
5;102;64;13;2.88542226
6;43;78;32;3.15234696
16;67;72;35;3.7008844200000004
18;7;30;10;3.25360362
19;40;55;59;1.7867293800000001
20;77;37;22;5.3964738599999995
21;34;72;53;3.8441121
22;47;18;25;1.10385168
34;7;54;20;2.75157798
38;49;16;25;2.1111313800000002
41;7;67;20;5.20349208
46;40;52;59;0.73301346
48;49;88;38;4.3456933200000005
58;96;42;51;1.26854346
63;26;37;41;3.77451546
65;41;46;58;0.34600139999999996
68;43;46;58;1.103946
85;43;79;32;3.51277548
90;63;72;35;5.1929136
96;44;18;25;2.2549132800000002
98;72;68;35;3.9652671
107;39;76;39;6.31961124
109;59;16;40;4.39462788
110;35;23;48;2.37062742
116;64;54;5;3.15447282
118;39;47;58;1.2020712
119;48;30;25;4.37030196
120;49;51;9;3.71816088
122;39;28;46;3.19250784
125;103;47;51;4.15510554
130;38;28;46;3.5509309800000004
134;53;86;7;3.92483676
138;48;51;1;3.5893438800000004
139;49;65;39;3.86655756
143;56;66;31;4.5397797
144;64;42;12;1.37908608
146;48;52;59;3.6069027
147;26;34;41;2.6393166000000003
150;64;68;35;3.37749918
156;49;72;3;3.51889062
159;43;93;38;5.35130304
160;53;68;32;5.10971352
161;38;17;57;4.40588184
162;26;43;8;4.768618559999999
165;83;42;29;5.8771233
176;72;24;40;4.958358120000001
179;90;70;0;2.1516285
180;7;60;20;5.40821802
181;54;76;7;3.97377324
184;37;56;59;2.49705684
191;68;23;40;3.0939074399999997
192;53;71;52;5.2876224
196;29;50;4;2.91305598
197;18;60;20;3.54371724
199;77;24;21;6.526100399999999
202;28;45;4;2.35965912
204;68;98;23;4.13503812
207;71;72;55;3.9513763199999996
208;18;64;20;2.09522676
209;77;39;29;4.78621212
210;2;30;10;1.52561232
212;68;18;40;2.7370576799999995
213;38;30;46;3.8054221200000002
216;41;35;50;6.8784183
217;35;55;59;3.2633968199999996
218;91;50;51;5.938908959999999
222;66;35;19;4.0755867
223;71;66;33;3.98891004
229;19;50;8;5.73085416
230;39;71;39;4.48114422
234;74;16;21;4.94581728
235;57;23;25;5.05608972
238;48;23;34;1.7321679
240;41;60;39;2.8203087
241;65;70;35;1.2375561
242;28;44;4;2.7040053000000004
247;51;41;50;2.2477446
249;72;43;29;2.23372266
250;8;39;20;6.396073319999999
253;94;51;51;6.1277656799999995
255;43;30;34;4.4739388799999995
257;79;35;22;6.205624499999999
258;34;44;8;4.39343028
264;51;49;1;2.67933564
267;77;36;22;5.767584359999999
268;29;47;4;2.1219912
269;85;61;36;5.662697820000001
270;19;69;20;4.01036526
271;54;56;9;6.185725860000001
275;19;66;20;2.9366490599999997
276;41;66;39;4.31394726
288;81;14;40;9.545814179999999
294;73;45;29;2.28153024
297;67;68;35;2.22262614
300;40;29;46;3.9199596600000004
303;64;49;5;1.76838996
305;34;88;16;6.685994399999999
306;80;63;36;4.6238937600000005
314;46;58;39;4.47639864
324;43;87;38;3.2048250599999997
325;66;41;5;3.2904998400000003
329;90;48;51;6.729802139999999
331;73;61;31;4.57531224
332;49;43;58;5.561003639999999
337;34;43;8;4.0339338
340;67;71;35;3.32749956
343;40;20;46;1.62058356
349;27;84;6;5.8682295
353;47;30;25;3.9988584599999997
354;71;50;5;3.8356789200000003
355;26;22;17;3.31897632
356;47;34;50;5.10594318
357;56;20;25;5.07823962
360;48;29;34;3.8051945400000005
362;49;60;39;4.05227532
369;46;79;32;3.66080202
374;64;60;35;4.08531618
379;46;33;50;5.6623332
380;67;47;5;4.0608251399999995
393;47;62;39;3.03929574
398;59;43;50;4.18131462
404;47;80;32;4.21733358
412;35;20;48;2.49542148
413;79;49;29;4.67223306
414;92;46;51;4.82277522
424;48;1;25;7.65434826
426;35;43;8;4.40481612
428;93;49;51;5.288910959999999
435;68;61;31;5.0571759
438;23;58;20;4.465224299999999
439;81;52;36;4.9664044800000005
442;36;84;6;4.81062894
450;69;51;22;3.3818671200000003
465;40;45;58;1.1017675200000001
471;43;70;32;0.99605214
478;66;45;5;3.2625028200000004
479;55;43;9;4.921700400000001
500;79;45;29;6.09382758
506;59;72;35;4.13264796
507;86;41;51;5.687012939999999
510;44;48;1;3.27282666
522;66;4;30;6.272374319999999
527;63;14;40;3.40341192
529;63;2;40;7.8157155000000005
535;55;56;9;5.825767140000001
541;60;42;12;0.60989742
546;73;11;40;6.3425529
548;64;27;11;0.72442164
551;36;42;2;4.17900096
552;86;63;36;5.507635800000001
556;70;63;55;5.24059722
559;27;70;53;4.21785576
562;86;25;21;9.72025698
564;36;43;2;3.80114604
567;66;56;9;4.62410514
571;70;12;21;4.09927254
576;66;72;35;4.47165474
579;90;31;51;9.11153328
581;80;67;55;6.07536972
589;64;52;5;2.3940745800000003
590;70;46;5;4.22275014
594;75;52;29;4.11906822
601;25;23;17;2.8156083
606;50;29;34;4.52392836
608;36;61;39;4.46062578
615;26;39;4;3.93019488
617;84;26;40;9.07943208
618;48;11;25;4.02544392
623;70;30;47;4.16124312
627;74;46;29;4.08992892
628;31;49;4;2.0454019199999998
629;80;61;36;4.25827212
631;40;58;59;2.83966134
632;61;42;12;0.2593035
636;66;60;35;4.7795538
637;126;43;65;5.80196808
639;33;30;48;4.71216312
640;44;35;50;5.791446
644;40;49;2;0.14601186
651;31;48;4;2.3887491
653;60;72;35;4.46034252
654;41;15;54;4.470107700000001
656;73;18;21;6.5689978799999995
658;73;27;11;4.12398954
659;61;35;47;2.78979792
662;80;65;55;5.98423764
666;64;1;40;8.3096028
670;62;38;19;2.1960816000000003
672;25;57;4;3.4341580800000004
673;17;30;24;3.46021056
677;62;45;19;4.80871926
681;94;47;51;4.453731659999999
682;51;72;3;4.271873640000001
686;75;36;22;4.34212992
687;74;64;33;4.11429228
688;70;4;21;5.3035827
693;70;9;21;2.9860011600000003
695;75;38;22;3.63207174
710;41;23;34;4.19191656
714;56;22;25;4.36912566
715;64;72;35;5.55267726
719;103;64;13;2.53412718
721;33;57;37;3.8863588799999995
722;39;94;16;5.021471699999999
724;81;47;29;4.21246164
725;66;14;40;4.535518560000001
727;50;17;54;0.49265994
728;70;25;11;5.6552121
730;40;66;39;4.1721069
739;40;69;39;3.07686432
748;56;64;31;3.8254161
749;64;62;55;4.52836584
757;50;22;25;3.5943006599999996
761;126;33;65;5.94223524
786;93;47;51;5.413590479999999
789;28;35;41;3.14129316
806;148;-13;60;3.4510314600000003
813;30;39;8;3.95081694
815;68;4;21;5.378249219999999
817;104;65;13;3.71701896
818;56;43;50;3.09327258
823;54;79;52;3.33344124
836;131;8;61;5.624281020000001
844;94;37;51;3.2048835
845;90;26;11;8.7869406
848;109;84;66;2.67862164
849;39;79;3;4.905930840000001
860;81;13;40;9.91425144
869;33;36;41;4.660073700000001
877;84;28;40;8.3689557
896;38;71;39;4.10984706
908;106;90;66;2.03347818
922;89;83;0;5.431944779999999
927;89;84;0;5.646831
931;89;60;27;3.67757286
932;123;39;65;3.99016176
939;50;59;31;2.56875018
945;70;-8;30;3.2177189999999998
947;68;79;52;6.154342199999999
951;50;98;49;0.85138806
963;97;53;51;7.0241031
1016;138;-4;60;6.41837052
1046;81;30;40;6.99707388
1050;89;27;11;8.474879399999999
1111;126;10;61;4.44142266
1125;38;83;38;3.2192559
1132;40;88;38;4.75982712
1149;47;81;32;4.58653656
1195;98;30;65;7.878031139999999
1200;138;-22;60;10.258137060000001
1201;67;35;11;4.69401864
1208;57;59;31;0.90272226
1239;132;30;65;4.44540762
1246;126;2;61;2.6759889
1247;79;60;36;3.7601422199999996
1314;109;90;66;1.38483036
1325;109;91;66;1.1761113
1367;41;17;54;3.72899988
1378;90;13;40;11.903983501999999
1383;50;74;32;4.39980888
