ID_NODO;COORDENADA_X;COORDENADA_Y;CENTRO_CERCANO;TIEMPO_CERCANO
0;43;67;32;2.81640522
3;72;14;21;5.45982444
5;102;64;13;3.89326218
6;43;78;32;4.19850666
16;67;72;35;5.13372006
18;7;30;10;4.07878302
19;40;55;59;2.5572666
20;77;37;29;7.07266104
21;34;72;53;5.39916846
22;47;18;25;1.3775911200000002
34;7;54;20;3.6377816399999996
38;49;16;25;2.9742568799999995
41;7;67;20;6.926236319999999
46;40;52;59;0.91444764
48;49;88;38;5.957662200000001
58;96;42;51;1.63610196
63;26;37;41;4.978957200000001
65;41;46;58;0.34600139999999996
68;43;46;58;1.39920456
85;43;79;3;4.553407020000001
90;63;72;35;7.09225878
96;44;18;25;2.91572694
98;72;68;35;5.51622486
107;39;76;3;7.9993245
109;59;16;40;5.819991120000001
110;35;23;48;3.0771311999999997
116;64;54;5;4.12830522
118;39;47;58;1.5403414800000002
119;48;30;25;5.99849622
120;49;51;9;5.16337782
122;39;28;46;4.45524498
125;103;47;51;5.456286239999999
130;38;28;46;4.95227484
134;53;86;7;5.3343259199999995
138;48;51;59;5.124412680000001
139;49;65;39;5.256078120000001
143;56;66;31;6.30559608
144;64;42;12;1.80974088
146;48;52;59;4.6313808000000005
147;26;34;41;3.5612944200000003
150;64;68;35;4.6996824
156;49;72;3;4.918810980000001
159;43;93;38;7.53542004
160;53;68;32;7.0318674
161;38;17;57;5.73235662
162;26;43;8;6.89953476
165;83;42;29;7.7967963
176;72;24;40;6.315692340000001
179;90;70;0;2.8016765400000003
180;7;60;20;7.27564098
181;54;76;7;5.34251214
184;37;56;59;3.4923062399999996
191;68;23;40;3.9680324399999995
192;53;71;52;6.9504264
196;29;50;4;4.00820166
197;18;60;20;4.741032000000001
199;77;24;21;8.30222922
202;28;45;4;3.19462224
204;68;98;23;5.28603492
207;71;72;55;5.29305924
208;18;64;20;2.7315181799999997
209;77;39;29;6.08585394
210;2;30;10;1.81040964
212;68;18;40;3.46947774
213;38;30;46;5.01523902
216;41;35;50;9.16489728
217;35;55;59;4.50346224
218;91;50;51;8.01217608
222;66;35;19;5.553617760000001
223;71;66;33;5.194377299999999
229;19;50;8;8.01091524
230;39;71;39;5.935460280000001
234;74;16;21;6.89778018
235;57;23;25;6.8182722
238;48;23;34;2.259261
240;41;60;39;3.86090538
241;65;70;35;1.52494848
242;28;44;4;3.7282623600000004
247;51;41;50;2.90672232
249;72;43;29;2.89027608
250;8;39;20;8.42630706
253;94;51;51;8.36260506
255;43;30;34;5.85492552
257;79;35;22;8.46235476
258;34;44;8;5.99528808
264;51;49;1;3.7230566400000003
267;77;36;29;7.5119889
268;29;47;4;2.6737332599999997
269;85;61;36;7.86493686
270;19;69;20;5.348078279999999
271;54;56;9;8.224377899999999
275;19;66;20;3.8305436999999998
276;41;66;39;5.806843980000001
288;81;14;40;13.311635462
294;73;45;29;3.16384914
297;67;68;35;3.0470822400000004
300;40;29;46;5.46699024
303;64;49;5;2.3910968400000003
305;34;88;16;8.99010054
306;80;63;36;6.4631443200000005
314;46;58;39;5.696222100000001
324;43;87;38;4.51568604
325;66;41;5;4.328771639999999
329;90;48;51;9.15461574
331;73;61;31;6.62201454
332;49;43;58;7.745653439999999
337;34;43;8;5.5076205
340;67;71;35;4.65738942
343;40;20;46;2.04893388
349;27;84;6;7.835483099999999
353;47;30;25;5.51140608
354;71;50;5;5.474661599999999
355;26;22;17;4.3269306599999995
356;47;34;50;6.709391279999999
357;56;20;25;6.74256624
360;48;29;34;5.1033838199999995
362;49;60;39;5.321399100000001
369;46;79;32;4.74687108
374;64;60;35;5.81538966
379;46;33;50;7.480796639999999
380;67;47;5;5.36126382
393;47;62;39;3.92874846
398;59;43;50;5.61989832
404;47;80;32;5.43887838
412;35;20;48;3.25824318
413;79;49;29;5.9778108
414;92;46;51;6.709791299999999
424;48;1;25;10.24076094
426;35;43;8;6.002687819999999
428;93;49;51;7.206361499999999
435;68;61;31;6.99197238
438;23;58;4;5.71238058
439;81;52;36;6.705514440000001
442;36;84;38;5.91002046
450;69;51;22;4.75885032
465;40;45;58;1.32253602
471;43;70;32;1.35291672
478;66;45;5;4.232597879999999
479;55;43;9;6.8796246000000005
500;79;45;29;8.01593622
506;59;72;35;5.53335048
507;86;41;51;7.646162159999999
510;44;48;1;4.51454418
522;66;4;30;8.2609965
527;63;14;40;4.88459304
529;63;2;40;10.661200022
535;55;56;9;7.72789482
541;60;42;12;0.76948158
546;73;11;40;8.59204314
548;64;27;11;0.72442164
551;36;42;2;5.45870832
552;86;63;36;7.750404420000001
556;70;63;55;6.80196978
559;27;70;53;5.863885680000001
562;86;25;21;13.121935978000002
564;36;43;2;4.93560294
567;66;56;9;6.31282014
571;70;12;21;5.52258522
576;66;72;35;5.90199228
579;90;31;51;12.507777776
581;80;67;55;8.41262424
589;64;52;5;3.1573195800000002
590;70;46;5;5.667550079999999
594;75;52;29;5.82413124
601;25;23;17;3.6671918999999997
606;50;29;34;6.0504333599999995
608;36;61;39;6.1429209600000005
615;26;39;4;5.3293339799999995
617;84;26;40;12.447328922
618;48;11;25;5.36222712
623;70;30;47;5.473595100000001
627;74;46;29;5.31315198
628;31;49;4;2.6221454399999997
629;80;61;36;5.86578972
631;40;58;59;4.0178904
632;61;42;12;0.2593035
636;66;60;35;6.8395401
637;126;43;65;7.583344739999999
639;33;30;48;6.32666142
640;44;35;50;7.675026959999999
644;40;49;2;0.14601186
651;31;48;4;3.103134
653;60;72;35;6.05914074
654;41;15;57;5.83881018
656;73;18;21;8.37553992
658;73;27;11;5.21009292
659;61;35;47;3.76290936
662;80;65;55;7.98291612
666;64;1;40;11.327566682
670;62;38;19;2.8909331399999996
672;25;57;4;4.60518726
673;17;30;24;4.990491719999999
677;62;45;5;6.137790299999999
681;94;47;51;5.965100939999999
682;51;72;3;5.84997042
686;75;36;22;5.90913594
687;74;64;33;5.377872839999999
688;70;4;21;7.02752682
693;70;9;21;3.98144196
695;75;38;22;4.947231239999999
710;41;23;34;5.6135661599999995
714;56;22;25;5.75851206
715;64;72;35;7.6039032
719;103;64;13;3.34137636
721;33;57;37;5.56888194
722;39;94;16;6.43566918
724;81;47;29;5.55514896
725;66;14;40;6.424396140000001
727;50;17;54;0.49265994
728;70;25;11;7.32623682
730;40;66;39;5.5635208800000004
739;40;69;39;3.98425224
748;56;64;31;5.27484198
749;64;62;55;5.75137344
757;50;22;25;4.89244272
761;126;33;65;7.399327799999999
786;93;47;51;7.083924239999999
789;28;35;41;4.2617298
806;148;-13;60;4.22194734
813;30;39;8;5.310667799999999
815;68;4;21;7.326846659999999
817;104;65;13;5.03387022
818;56;43;50;4.1667606
823;54;79;52;4.3273464
836;131;8;61;7.25146362
844;94;37;51;4.464587699999999
845;90;26;11;11.986310461999999
848;109;84;66;3.45907338
849;39;79;3;6.63858366
860;81;13;40;13.808097002
869;33;36;41;6.149520120000001
877;84;28;40;11.463586981999999
896;38;71;39;5.42288586
908;106;90;66;2.41860054
922;89;83;0;7.3231794
927;89;84;0;7.59502128
931;89;60;27;4.72846662
932;123;39;65;5.21417184
939;50;59;31;3.1662336
945;70;-8;30;4.03146222
947;68;79;52;8.08626636
951;50;98;49;0.85138806
963;97;53;51;9.75709746
1016;138;-4;60;8.27196522
1046;81;30;40;9.46147056
1050;89;27;11;11.544844441999999
1111;126;10;61;5.73692808
1125;38;83;38;4.47958866
1132;40;88;38;6.44876568
1149;47;81;32;5.93061822
1195;98;30;65;10.6368405
1200;138;-22;60;13.686920643
1201;67;35;11;6.0913038
1208;57;59;31;1.25432916
1239;132;30;65;5.5531542
1246;126;2;61;3.4195584000000006
1247;79;60;36;5.1787000800000005
1314;109;90;66;1.58354664
1325;109;91;66;1.29962652
1367;41;17;54;4.97664696
1378;90;13;40;16.580861102
1383;50;74;32;5.82825654
1386;130;49;64;7.79109408
1428;27;77;53;5.541632460000001
1429;126;-13;61;5.79802644
1448;50;88;38;6.43008744
1470;67;60;36;8.68802544
1476;115;68;13;6.60391452
1478;94;57;51;10.00057632
1507;28;39;41;5.526458400000001
1520;90;30;51;12.271494416
1539;42;63;39;5.052950880000001
1549;123;31;65;2.80863468
1562;38;96;16;5.40369954
1575;153;49;64;15.489811198
1582;57;70;31;4.3950717
1609;132;48;64;7.086366
1610;50;77;32;6.74552766
1613;107;30;65;8.09677584
1678;123;30;65;3.10469634
1684;103;90;66;3.3323546399999997
1688;42;82;38;2.65004472
1702;71;27;11;6.2202186
1718;84;39;51;9.62465052
1776;94;28;51;9.2704191
1822;73;57;31;4.53114732
1859;84;47;29;8.1899904
1866;115;91;66;3.08761068
1875;107;90;66;2.7046411200000002
1883;28;75;53;4.857488160000001
1946;42;43;58;4.15298532
1959;28;81;6;4.7154348
1999;58;57;35;8.33815806
2001;82;28;40;10.863646081999999
2004;107;112;66;8.91991998
2013;107;110;66;9.52310394
2059;68;28;40;6.3059446800000005
2086;112;68;13;7.48600602
2092;67;82;52;6.1241039399999995
2100;87;50;36;7.3526698800000005
2101;87;54;36;6.72128508
2102;84;58;36;5.998763760000001
2103;84;63;36;6.766188960000001
2104;84;68;36;7.497829200000001
2105;78;70;36;8.41731846
2106;76;75;36;9.23285844
2107;75;80;38;8.61862146
2108;71;83;38;7.89433776
2109;66;85;38;7.11082098
2110;61;84;38;6.3159945
2111;56;84;38;5.59510386
2112;52;87;38;4.81833168
2113;47;86;38;4.10887698
2114;43;85;38;3.5266205999999998
2115;39;83;38;4.20446748
2116;33;84;6;5.2120758
2117;29;81;6;4.39439844
2118;24;80;6;3.68423868
2119;21;76;6;2.92684038
2120;17;73;6;2.1484686
2121;18;67;20;1.20839958
2122;15;63;20;0.4722651
2123;15;58;20;1.2554756999999999
2124;10;54;20;2.2225032000000002
2125;10;50;20;2.83860024
2126;12;45;20;3.70177398
2127;13;40;20;4.5133583999999995
2128;17;37;20;5.261491919999999
2129;19;32;45;6.634993259999999
2130;19;28;45;6.012835979999999
2131;21;22;45;5.04667428
