ID_NODO;COORDENADA_X;COORDENADA_Y;CENTRO_CERCANO;TIEMPO_CERCANO
0;43;67;32;2.921152502
3;72;14;21;4.411988932
5;102;64;13;3.387051992
6;43;78;32;3.42985134
16;67;72;35;4.26889111
18;7;30;10;3.6747067720000004
19;40;55;59;2.859709132
20;77;37;22;6.176922695999999
21;34;72;53;4.227943824
22;47;18;25;1.3131083399999999
34;7;54;20;4.153118795999999
38;49;16;25;3.4478579239999996
41;7;67;20;5.656643133999999
46;40;52;59;0.896966084
48;49;88;38;4.892208815999998
58;96;42;51;2.530862942
63;26;37;41;5.512466548
65;41;46;58;0.7789111339999999
68;43;46;58;1.529640808
85;43;79;3;4.047726687999999
90;63;72;35;6.044945907999999
96;44;18;25;3.662212956
98;72;68;35;4.464651651999999
107;39;76;3;8.255615756
109;59;16;40;5.0025796819999995
110;35;23;48;2.9609712439999996
116;64;54;5;5.4595687119999985
118;39;47;58;2.553476184
119;48;30;25;7.863297952000001
120;49;51;9;3.84068958
122;39;28;46;6.011942938000001
125;103;47;51;4.191771119999999
130;38;28;46;4.188483088
134;53;86;7;4.604681331999999
138;48;51;1;4.2590093819999995
139;49;65;39;3.9733336940000004
143;56;66;31;5.5142073640000016
144;64;42;12;1.44359166
146;48;52;59;3.707086199999999
147;26;34;41;3.720730134
150;64;68;35;4.274686324
156;49;72;3;3.89413386
159;43;93;38;6.031778426
160;53;68;32;6.275535961999998
161;38;17;57;7.446048374
162;26;43;8;7.783644877999999
165;83;42;51;6.291731714
176;72;24;40;5.552246816000001
179;90;70;0;2.441130384
180;7;60;20;6.902792053999999
181;54;76;7;4.78792079
184;37;56;59;2.8660478320000005
191;68;23;40;3.995976936
192;53;71;52;6.2041962360000005
196;29;50;4;3.8711437260000006
197;18;60;20;4.221740128
199;77;24;21;8.925334608000002
202;28;45;4;3.1749703039999995
204;68;98;23;4.895142242
207;71;72;55;4.6716109480000005
208;18;64;20;4.356252886
209;77;39;29;6.3063564020000005
210;2;30;10;3.933592744
212;68;18;40;49.128362828
213;38;30;46;5.682430636
216;41;35;50;8.282190925999998
217;35;55;59;4.866478988
218;91;50;51;5.951993819999999
222;66;35;19;3.99911934
223;71;66;33;4.006595519999999
229;19;50;8;5.65816716
230;39;71;39;4.49771634
234;74;16;21;5.202430439999999
235;57;23;54;4.991971260000001
238;48;23;34;1.76729154
240;41;60;39;2.92321542
241;65;70;35;1.20859764
242;28;44;4;2.8666107600000004
247;51;41;50;2.18043918
249;72;43;29;2.10364212
250;8;39;20;6.484078199999999
253;94;51;51;6.124149419999999
255;43;30;34;4.3965681
257;79;35;22;6.028638899999999
258;34;44;8;4.4255407799999995
264;51;49;50;2.9146842600000005
267;77;36;22;5.6995382999999995
268;29;47;4;2.06003118
269;85;61;36;5.8854867
270;19;69;20;4.02941124
271;54;56;9;6.04986522
275;19;66;20;2.9707827599999996
276;41;66;39;4.3220974199999995
288;81;14;40;10.10074794
294;73;45;29;2.38005456
297;67;68;35;2.2964736
300;40;29;46;4.01851908
303;64;49;5;1.7335594800000003
305;34;88;16;6.8233899
306;80;63;36;4.8456586800000006
314;46;58;39;4.23168102
324;43;87;38;3.36979326
325;66;41;5;3.19532322
329;90;48;51;6.827493839999999
331;73;61;31;4.65538026
332;49;43;58;5.383768259999999
337;34;43;8;4.0671922799999995
340;67;71;35;3.39695538
343;40;20;46;1.5048705
349;27;84;6;5.80627962
