;ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;T32;T33;T34;T35;T36;T37;T38;T39;T40;T41;T42;T43;T44;T45;T46;T47;T48;T49;T50;T51;T52;T53;T54;T55;T56;T57;T58;T59;T60;T61;T62;T63;T64;T65;T66
0;0;43;67;25.187345459000003;14.315424844;13.404609254;9.19632678;19.853643475000002;20.942346364;16.334519344;10.170236652;21.189211097999998;16.20616218;31.449651671999998;30.136623668;21.298755643;32.263776038;46.241287872;7.962159419;19.190164216;27.245560973;24.340359406;23.052220396;16.370451046;33.593330982000005;25.209238923999997;25.995562352;27.415873049;25.711732988;34.553001814000005;26.154236118;27.885078424;23.8590009;40.331183431;12.84245742;2.546155186;16.181393254;24.776085969;13.676258993;22.127358687999997;11.39408196;11.588484;5.907697953;32.442851008;23.729881380000002;29.003201656999998;10.354619699;32.222649773;27.170902481000002;24.667542533;28.231028252;26.662001057999998;15.209650403000001;17.551229945000003;30.492098283999997;12.894519012;7.950690401999999;28.000720377;18.843630526;22.478125266000003;30.292021748;12.009944189;13.621219576;64.966024927;53.295310139;28.852468378;68.691667556;47.735917162;39.539531147;36.163548086
1;3;72;14;19.127866319000002;27.362981884;26.452166293999998;24.093483239999998;25.777034755000003;20.924217904;22.582727224000003;23.194704312;20.265644838;24.685317299999998;23.333659032;12.455731928;20.396136523;24.741016417999997;20.408898732;28.402756799000002;29.127103216;17.089706093;20.372564626;19.024888516;19.327411966;4.709084562;16.638368044;28.041226892;19.020652049;12.196244648;21.700953274;18.631476498;22.759852744;17.2898271;14.713080631;20.89822098;26.948719846;20.906006074;13.500513069;23.369862053;15.745823608;32.622861;22.81940088;28.783434573;8.994178408;20.58117834;16.041039497;29.823855839;19.850937353000003;15.684333641;15.148545173;14.673269312;14.836663997999999;32.324207723;23.934231485;16.601347384;23.592613212;28.391287782000003;16.064617377;20.382459525999998;30.813012246000003;13.018226708;26.365994129;28.458293236;46.469024047000005;34.798309259;17.365899538;50.194666676;29.238916282;21.042530267;30.104068946
2;5;102;64;9.660889319;31.564170244;32.896137074;23.1012651;35.686478095;24.981649863999998;24.728997844000002;22.202486172;34.978633818;23.73332274;38.046648012000006;27.389426768;28.473427723;3.810255518;37.726310112;27.410538659;28.134885076;31.802695073;31.488024166;29.665319776;24.764929546;25.078353222;22.692489904;27.049008752000002;33.733641029;26.909233628;15.345302494;5.5877260380000005;36.279556924000005;21.26614974;31.816205671;19.30945026;25.956501706;19.913787934;28.213502049000002;22.078249553;16.288455868;31.63064286;21.827182739999998;27.791216433;23.927873247999997;35.29416732;30.754028477;28.831637699;34.563926333;30.397322621;29.861534153;26.125401692;29.549652977999997;31.331989583;31.331926985000003;14.548569424;22.600395071999998;27.399069642;30.777606357;19.702271325999998;31.383480546;27.731215688;34.464203729;32.010079816;56.451047167000006;44.780332379;32.078888518;60.176689796000005;39.220939402;31.024553387;17.734521206
3;6;43;78;20.303194619000003;16.167284883999997;16.939514594;4.99886556;22.631875735;21.402347824;11.674395484;7.495296972;22.227013698;16.666163639999997;26.789527812;30.596625128;21.758757102999997;27.379625198;41.357137032;9.359186579;15.080282716000001;22.585437113;25.470449386;23.512221856;11.710327186;28.709180142;25.669240384;21.111411512;22.755749189;27.530276708;29.668850974;21.270085278;23.224954564;24.31900236;35.447032591;13.30245888;3.928256626;18.167375254;27.245121849;15.662240993;19.919282788;13.52323194;6.8498904000000005;8.339935713;27.558700167999998;24.69518106;24.343077797;12.161297699;27.562525913;22.510778621;27.099780293;28.691029712000002;25.913620698;13.486587383000002;19.983467705000002;25.607947443999997;8.908868532;9.347717562;28.969532097;20.829612526;18.328878186;25.631897888;17.527691969;16.053457336;60.081874087;48.411159299;24.192344518;63.807516715999995;42.851766322;34.655380307;31.279397246000002
4;16;67;72;17.567163299;19.706526724;21.038493554;11.54916648;27.501713755;14.417666644;19.070970244;14.033413272;29.623588458;13.32416982;34.186102572;23.763257468;17.848269883;24.643593878;38.621105711999995;17.859135659;22.476857476;29.982011873;21.609071506;19.650843976;19.106901946;25.973148822000002;16.176236103999997;21.390981152000002;30.152323949;27.804029228;26.932819654;18.534053958;30.621529324;15.08190384;32.711001271;9.96046506;12.620981506;7.533858274;29.108297649;5.028724013;13.173044188;21.468908279999997;15.45166062;15.982524273;24.822668848;32.09175582;31.648824076999997;20.429446019;34.959100673;29.907353381;30.756329753;24.780542492000002;30.444448578;17.826400882999998;19.847655485;22.871916124;7.694375892;17.847666642;31.672401956999998;7.002726406;25.725452946;28.626011288;22.606560209;20.152436296;57.345842767;45.675127979;31.588919278;61.071485396;40.115735002;31.919348987;28.219778126
5;18;7;30;37.287427139;31.063064464;29.424582914;29.4795606;23.768179135;39.207277804;19.122698764000003;27.101099171999998;19.784852358;39.67273926;3.369573972;28.019969168;36.780317503;43.024076318000006;38.356852511999996;26.296099259000002;30.474872595999997;15.606416393;33.931723665999996;35.913997216;15.867383506;27.755894502;34.921427944;38.095644031999996;13.997506049;21.072080228;39.984013174000005;36.914536397999996;22.131234484;35.572887;32.446748071;38.3087679;30.767326126;37.298240013999994;21.146042169;38.593642913;34.028883508;30.243189479999998;25.61414064;30.131203953;24.558415648;17.716160340000002;17.590445116999998;26.965735979;20.583505193;15.531757900999999;20.744495153;32.956329212;19.455424217999997;34.911771023;31.531528805;34.884407284;31.237088772;26.284630242000002;22.511335617;37.95980770600001;27.352983786000003;19.173701408;28.270596389;30.397715836;64.752083947;53.081369159;17.213323798;68.477726576;47.521976182;39.325590167;48.263629766
6;19;40;55;29.521504619;6.050392564;3.1010787140000002;16.664572139999997;9.664663975000002;15.935849044000001;18.192026284;14.610636192000001;14.182480517999998;11.45127516;30.015911652;24.821185628;16.292258323;34.100656418;43.384930392;11.645669039;22.660744635999997;21.034480073;18.965896906;17.611975696;14.936711026;32.783972382;20.202741604;30.329721512000003;24.415711829;20.337270487999998;36.986434774;28.847412798;24.884917204;19.17571836;37.474825951;10.98095064;10.014400546;18.690847594;18.001544049;18.153944933;20.265851908;9.97929348;13.12367766;5.596772913;28.172936007999997;16.786553700000002;26.003040437;11.275967039000001;29.307778673;24.256031381;18.019196213;22.821462212;19.913782638;20.032039222999998;11.806235825;31.977396843999998;20.362764371999997;11.634200022;22.626257877;20.567743546;26.422311306;24.018078728;5.093789789000001;2.215021456;67.399457887;55.728743099;25.937597278;71.125100516;50.169350122;41.972964107;40.497707246000004
7;20;77;37;18.268881959;21.543118564;24.166039274;23.23449888;30.615073495;10.707051844;24.862231624000003;22.335719951999998;25.515539178;15.91122144;28.583553372;12.323677148;11.278369783;23.882032058;28.263215472000002;27.543772439;28.268118855999997;22.339600433;11.663432506;9.705204976;24.577306306;13.869203802;7.2714478840000005;27.182242532;24.270546389;17.446138988;18.764530714;17.772492138;28.009747084;7.07266104;22.353111031;19.14937224;26.089735486;18.482204494;18.750407409;20.151468833;11.766694288;31.76387664;21.96041652;27.523483413;14.464778608000001;25.831072680000002;21.290933836999997;28.964871479;25.100831693;20.934227981000003;20.398439513;12.716397512;20.086558338;31.465223363;17.416531205000002;13.616902504;22.733628852;27.532303422000002;21.314511717;15.681020746;31.516714326000002;18.268121048;23.129248469;25.177762936;47.827270447000004;36.156555659;22.615793877999998;51.552913075999996;30.597162682;22.400776667;29.245084586
8;21;34;72;23.620419779000002;19.145936704;17.767504574;11.57717058;19.381344715;24.881473743999997;12.998031663999999;10.601946972;23.550649877999998;20.14528956;28.113163992;33.492673988;25.237883023;30.696850358;44.674362192;4.905727799;16.257622876;23.909073293;27.637385266;26.536512136;13.033963366;32.026405302;29.148366304;24.428636672;24.079385369;28.853912888;32.986076134;24.587310438000003;24.548590744;27.79812828;38.764257751;16.7815848;7.813029886;19.303770274;28.073111829000002;16.798636013;23.236507948;9.06977316;9.11498844;9.167925692999999;30.875925327999997;26.01881724;25.666713976999997;7.533976139000001;28.886162093000003;23.834414801;27.927770273;31.587078572000003;27.237256878;20.694521303;20.811457685;28.925172604;14.188215851999999;4.894258782;30.293168277;21.966007546;17.985826686000003;26.955534068;19.180636109;16.881447316;63.399099247;51.728384459;25.515980698;67.124741876;46.168991482;37.972605467;34.596622406
9;22;47;18;24.064899239000002;18.733788783999998;17.822973194;28.46939766;21.306843355;22.774617124;18.112535824000002;26.090936232;15.795453438;21.27230844;18.863467632;14.463817988;18.529703443;29.678049337999997;25.010825532000002;25.285936319;29.464709656;12.619514693;14.761490865999999;16.526446336;14.857220566;14.409867521999999;21.575400964;32.978259812;14.550460649;1.0414398079999998;26.637986194;23.568509418;18.289661344;22.22686002;19.100721091;24.96243612;25.337054926;25.843038994;4.871319969;28.306894973;20.682856528;29.233026539999997;24.603977699999998;24.788396613;11.002264468;16.11098694;11.570848097;25.955573039;15.380745953;11.214142241;7.4449178929999995;18.711184172000003;9.018170478;33.901608083;13.006775045;21.538380304;28.529646132;25.274467302;5.038500537;25.319492445999998;26.342820846000002;8.548035308;16.846183409;19.829100136;51.406056967000005;39.735342179;12.895708138;55.131699596000004;34.175949202;25.979563187;35.041101866
