ID_CENTRO;ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
0;2783;93;72;25.538055579999998;4.539926196;17.380014207000002;16.011016964;17.664825344;7.657772496;24.164012078;12.749705183999998;18.987820582;12.713553156;25.474896332;26.891722590999997;15.376200000999999;19.183234260000003;24.729047969999996;17.792605843;17.333058144000002;23.627338363;13.383902934;11.512892428999999;39.94695575;34.240968957;23.829191200999997;43.855145167;20.658390130999997;31.508100989000003
1;4105;45;48;5.611378911999999;27.258157369;18.355810117;11.081434373999999;36.564120294000006;19.166410126000002;21.951693587999998;20.828175634000004;20.456821172;18.003493546;29.709086262;7.810630903000001;18.269777231000003;8.587393752999999;22.51672948;13.222866053;14.532332074;18.662054273;17.816381104;15.774901418999999;49.02273804;32.028650467;21.616872711;52.930927457;39.557685081;40.583883279
2;644;40;49;4.120678704;28.099277539;16.115700307;12.569188824;37.841285904;19.936665976000004;20.481237917999998;22.870016234000005;18.216711362;20.045334146000002;28.948744692000002;6.340175235;16.486655381000002;6.347283946;21.04627381;11.533082903;15.739770844;19.305843452999998;19.232583874000003;17.262042849;49.125888280000005;30.558194797;20.146417040999996;53.03407768700001;40.834850691;40.687033519
3;2509;51;78;17.442484529999998;18.787329258999996;10.962875057;10.240419866;28.529337634;10.624717706;21.226831638;16.488727334000004;12.893446692;16.452575306;29.213918472;17.565646520999998;9.954738583;10.633316149999999;21.791867529999998;6.650960907;5.492630049999999;14.024882432999998;6.66382696;11.811158589;43.685977900000005;31.303788527;20.892010760999998;47.59416731700001;31.522902420999998;35.247123139
4;2301;26;49;5.4926848569999995;27.706002148999996;16.614672207000005;16.687095754;37.448010524000004;19.543390596000002;16.298871688;25.407400224000003;18.561925942000002;23.743165836;28.361564182000002;6.783178888;13.540430631;9.536133238;16.86390758;14.927284953;19.857677784000003;23.423750382999998;19.101364254000003;21.703637599;48.53870777;26.375828576999996;15.964050811;52.446897187000005;40.441575311;40.099853009
5;2400;66;48;13.453656299999999;20.845026898999997;21.729506687;7.732244704;29.515379224;13.007457896;25.409638678;13.274955474;22.390082022;10.989109865999998;23.980904692000003;14.880092211000001;21.172919781;14.32151433;25.974674569999998;16.047334863;13.158573044;19.773167772999997;14.802721574;9.672330407999999;41.59447526;35.486595557;25.074817801;45.502664677000006;32.508944011;33.155620499
6;4045;17;76;14.74094163;19.782227788999997;8.690897839;18.064169974000002;29.524236154;11.619616226;13.549696648000001;17.483625864000004;10.638151574;17.447473836;25.612389142;15.223598720999998;5.616656270000001;11.87482565;14.11473254;9.779597434;12.909976274;16.751230963;11.177589884;14.650811298999999;44.680876430000005;23.626653527;13.214875770999999;48.58906583700001;32.517800941;36.242021669
7;4016;48;80;16.03148439;18.054905419;9.153428112;12.143775444;27.796913794;9.892293860999999;19.423882757999998;15.756303493999999;11.100681852;15.720151465999999;28.481494632;16.041921621;8.151789703;10.77272921;19.98891865;7.4163525869999996;6.059973489999999;13.718765193;8.460324099000001;12.923488929;42.95355406;29.500839647;19.089061881;46.861743477000005;30.790478581;34.514699299
8;3531;25;41;7.318529708999999;27.773386678999998;16.682056737000003;19.827575224;37.515395054;19.610775126000004;12.438196508;22.358465694000007;18.629310472;19.882490646;24.500888992;5.066214899999999;13.607815161;12.676612709999999;13.003232400000002;16.834059793;20.901135174000004;24.742389853;19.168748784;22.641970189000002;44.67803258;22.515153386999998;12.103375621000001;48.586221997;40.508959841;36.239177819
9;4453;59;51;10.85994055;21.334229998999998;18.141430067;5.157507004;31.030233734;13.052576396;25.629261657999997;15.684738594;18.802005402000002;13.121984465999999;27.612930172000002;13.766475961000001;17.760752841000002;11.01153165;26.194297549999998;12.459258242999999;9.570496428;16.185091153;12.854545454;9.514701229;44.06766632;35.706218547;25.294440781;47.975855737;34.023798511;35.628811559
10;2205;2;28;18.446022149999997;30.452071998999998;19.702672397;29.075944524;40.194080374;22.631390786000004;13.739620408;24.090683234000004;21.649926132;21.614708186;26.233106532;17.995311441;16.628430821000002;22.88660021;14.304656300000001;20.791371993000002;23.921750834000004;27.763005513;22.189364444000002;25.662585849000003;46.41025012;23.816577286999998;13.404799521000001;50.318439537;43.187645161;37.971395359
11;548;64;27;17.713150999999996;23.113691538999998;25.258450807000003;14.946149113999999;32.855699904000005;15.723156915999999;17.583841818;16.752302764000007;27.053205002000002;12.696661935999998;17.535185772000002;17.580218771;22.184209241;20.985199180000002;18.148877709999997;23.196318023;20.307556204000004;26.922150923;21.449287354000003;16.886234819000002;38.296476510000005;27.660798696999997;17.249020930999997;42.20466592700001;35.849264691;29.857621749
12;632;61;42;11.49865884;23.863432618999997;22.301701187000003;9.317778119;32.922806944;16.208929796;24.051328918;14.903086424;22.962276522000003;11.865775075999998;23.441243992;12.936028490999998;21.921023961000003;14.8273388;24.616364809999997;16.619529362999998;13.730767543999999;20.345362263;17.014816574;12.355581759;42.04635487;34.128285797;23.716508030999996;45.954544287000004;35.916371731;33.607500109
13;3148;104;70;29.443444999999997;9.258109276;23.126619667;18.717149184;17.868937524;13.404377956;28.854784098;11.949622143999997;24.734426042000003;17.404325176;30.165668352;32.638328051;21.122805461000002;24.92983972;29.419819989999997;23.539211303000002;23.079663604000004;29.373943822999998;19.130508394000003;17.259497889000002;44.637727770000005;38.931740977;28.519963220999998;48.54591718700001;20.862502310999997;36.198873009
14;3565;73;-15;31.34541023;31.252437948999997;33.397197217;30.049935474;40.994446314;23.861903326000004;25.722588228;24.891049174000006;35.191951412;22.415074126;3.699982478;30.827239061;30.322955651;35.387365089999996;26.287624119999997;33.996736672999994;33.537188974;39.831469193000004;29.588033764000002;27.717023259;47.21061606;35.799545107;25.387767350999997;51.118805477;43.988011101;38.771761299000005
15;3040;33;71;13.147502679999999;21.649984468999996;10.558654524;14.200376674;31.391992844;13.487372916;18.756506018;19.351382544000003;12.505908262;19.315230516;30.819198502000003;14.787468691;7.045423675;6.7926813600000004;19.321541909999997;4.695037119;11.272348284;15.931648662999999;13.045346574;16.477808599;46.548633110000004;28.833462896999997;18.421685130999997;50.45682252700001;34.385557631000005;38.109778349
16;3055;31;98;20.054516359999997;22.027460408999996;7.2215937619999995;19.755112274000002;31.769468784;13.864848856;21.585117068;19.728858484000003;2.897492398;19.692706456;32.454049622;21.509997611;10.313024012999998;13.69969504;22.150152959999996;11.811074413;15.155208904;10.942580663;13.422822514;16.896043919;46.92610905;31.662073956999997;21.250296190999997;50.834298467;34.763033571;38.487254289
17;3015;22;27;11.173097259999999;26.038759108999997;16.551020127000005;24.514608274;35.780767484;18.648224496000005;9.785829094;19.677370344000003;18.498273862;17.201395296;21.819793642;11.130427228999999;13.476778550999999;17.36364576;10.350864985000001;17.639719723000002;20.770098564000005;24.611353243;19.037712174000003;22.503344419;41.99693723;19.862785976999998;9.451008213000001;45.905126647;38.774332271;33.558082469
18;2459;60;35;13.23375965;25.927528538999997;23.871958837;11.799297463999999;35.601620754;16.868151166000004;22.228962457999998;17.860796494000006;25.443795872000003;12.662028346;23.543978972;13.100827420999998;24.242913901;16.505807830000002;22.79399835;19.101048703;16.212286894000002;22.826881612999998;19.496335924;14.951285728999999;42.167450460000005;32.305919347;21.894141580999996;46.07563987700001;38.595185541;33.728595699
19;2365;60;39;13.29770699;24.495853669;22.979261197;10.287565911;34.089889194;16.085241766;23.204127407999998;16.349064944000002;23.932064312;11.150296796;22.777467462;12.208129781;22.890811751;15.61464919;23.7691633;17.589317153000003;14.700555334;21.315150062999997;17.984604364000003;13.439554179;41.31556284;33.281084287;22.869306530999996;45.223752257;37.083453981;32.876708079
20;2122;15;63;12.47373607;19.955661549;8.864331596;18.237603734;29.697669914;11.793049986;11.282491088;17.657059614000005;10.811585332;17.620907586;23.345183582;12.956393161000001;5.790090027000001;12.04825941;11.847526980000001;9.953031190999999;13.083410034;16.924664713;11.351023644;14.824245049;43.52232716;21.359447966999998;10.947670201000001;47.430516577000006;32.691234701;35.083472399
21;3131;76;9;22.83435126;21.355507318999997;23.687214407000003;20.153004844;31.097515684;13.964972696;17.211529258;14.994118553999998;25.295020782;12.518143506;11.039709471;22.316180091;21.683400201;25.49043447;17.776565149999996;24.099806043;23.640258344000003;29.934538572999998;19.691103134000002;17.820092629;37.31368544;27.288486137;16.876708381;41.221874847;34.091080471;28.874830679000002
22;2989;71;44;15.82830166;19.610092718999997;21.941799807000002;10.940956664;29.034289424;12.219558096;22.250500717999998;10.961679744;23.549606182;8.082755259999999;22.938436652;15.752188230999998;19.937985601;17.53022628;22.81553661;19.256046823000002;16.367285004;22.981879723;17.750260974000003;9.356155884;39.277929470000004;32.327457597;21.915679831;43.186118887000006;32.027854211;30.839074709000002
23;3882;63;101;26.383377069999998;21.725052248999997;18.225335697000002;22.168708094;31.467060614;13.562440685999999;27.493614548;19.426450324000005;19.833142072;19.390298296;32.151641462;27.737044080999997;16.221521491;20.02855576;28.058650439999997;18.637927333;16.784643414;12.637851262999998;12.111953724;16.593635759;46.62370089;37.570571427;27.158793670999998;50.531890297000004;34.460625401;38.184846129
