ID_NODO;COORDENADA_X;COORDENADA_Y;CENTRO_CERCANO;TIEMPO_CERCANO
0;43;67;32;1.789905526
3;72;14;21;3.222218322
5;102;64;13;2.802415598
6;43;78;32;2.882096926
16;67;72;35;3.595888373
18;7;30;10;2.544394572
19;40;55;59;1.444484236
20;77;37;22;5.243417164
21;34;72;53;3.339202422
22;47;18;25;0.767700368
34;7;54;20;2.318668306
38;49;16;25;1.774980068
41;7;67;20;4.770582406
46;40;52;59;0.390768316
48;49;88;38;4.30857162
58;96;42;51;1.115486764
63;26;37;41;3.62602866
65;41;46;58;0.028833449
68;43;46;58;0.786778049
85;43;79;32;3.242525446
90;63;72;35;5.087917553
96;44;18;25;1.918761968
98;72;68;35;3.860271053
107;39;76;39;5.779111113
109;59;16;40;3.947623408
110;35;23;48;2.253238278
116;64;54;5;3.001416124
118;39;47;58;0.884903249
119;48;30;25;4.034150648
120;49;51;9;3.60679578
122;39;28;46;3.087511793
125;103;47;51;4.002048844
130;38;28;46;3.445934933
134;53;86;7;3.509803572
138;48;51;1;3.436287184
139;49;65;39;3.326057433
143;56;66;31;4.5397797
144;64;42;12;1.141391203
146;48;52;59;3.264657556
147;26;34;41;2.4908298
150;64;68;35;3.272503133
156;49;72;3;3.40752552
159;43;93;38;5.31418134
160;53;68;32;4.839463486
161;38;17;57;4.069730528
162;26;43;8;4.651229418
165;83;42;29;5.8771233
176;72;24;40;4.511353648
179;90;70;0;1.780411499
180;7;60;20;4.975308346
181;54;76;7;3.558740052
184;37;56;59;2.154811696
191;68;23;40;2.646902968
192;53;71;52;4.872589212
196;29;50;4;2.664036055
197;18;60;20;3.110807566
199;77;24;21;5.775360522
202;28;45;4;2.110639195
204;68;98;23;2.978889392
207;71;72;55;3.681126286
208;18;64;20;1.662317086
209;77;39;29;4.78621212
210;2;30;10;0.816403272
212;68;18;40;2.290053208
213;38;30;46;3.700426073
216;41;35;50;6.510932225
217;35;55;59;2.921151676
218;91;50;51;5.785852264
222;66;35;19;3.733341556
223;71;66;33;3.656883454
229;19;50;8;5.613465018
230;39;71;39;3.940644093
234;74;16;21;4.195077402
235;57;23;25;4.719938408
238;48;23;34;1.449457449
240;41;60;39;2.279808573
241;65;70;35;1.132560053
242;28;44;4;2.454985375
247;51;41;50;1.880258525
249;72;43;29;2.23372266
250;8;39;20;5.963163646
253;94;51;51;5.974708984
255;43;30;34;4.191228429
257;79;35;22;6.052567804
258;34;44;8;4.276041138
264;51;49;1;2.526278944
267;77;36;22;5.614527664
268;29;47;4;1.872971275
269;85;61;36;5.215693348
270;19;69;20;3.577455586
271;54;56;9;6.07436076
275;19;66;20;2.503739386
276;41;66;39;3.773447133
288;81;14;40;9.098809708
294;73;45;29;2.28153024
