ID_NODO;COORDENADA_X;COORDENADA_Y;CENTRO_CERCANO;TIEMPO_CENTRO
2155;19;22;2153;16.80082951
2156;17;32;2153;25.32780771
2157;15;43;2122;20.43001207
2158;13;53;2122;12.68973036
2159;9;63;2122;4.537502324
2160;6;73;2122;12.68224456
2161;2;83;2122;20.85640359
2162;-3;92;2122;29.21927044
2163;-8;101;2122;36.83105264
2164;-13;110;2122;44.83335446
2165;23;77;4045;25.19091209
2166;77;21;3131;31.38765498
2167;24;22;3015;18.33025717
2168;66;12;2504;22.93544133
2169;25;24;3015;14.81131582
2170;104;62;3148;20.57282043
2171;66;38;2365;18.27163503
2172;29;88;3055;39.72986764
2173;71;71;3481;22.58859854
2174;40;48;644;2.777642482
2175;80;60;3624;38.00041902
2176;78;36;2989;36.39966645
2177;72;61;3481;25.89678141
2178;50;84;4016;14.53930469
2179;65;38;632;20.65093901
2180;64;48;2400;4.890629141
2181;59;14;2504;32.85791063
2182;90;35;3966;48.48932443
2183;17;31;3015;23.10051322
2184;43;74;4183;9.648222638
2185;89;53;3664;38.10895519
2186;27;19;3675;28.41557179
2187;50;78;2509;2.451666565
2188;101;53;3966;38.63656798
2189;54;60;1999;32.61251213
2190;31;36;3403;26.68998334
2191;-13;117;2122;62.78950579
2192;68;52;4453;25.75545096
2193;121;-13;3854;37.54836162
2194;64;57;1999;18.94049296
2195;68;72;2526;28.4021734
2196;88;60;3664;17.55808856
2197;13;49;2122;22.71549814
2198;40;17;2625;18.24933195
2199;59;68;2526;17.80968515
2200;37;94;3055;23.82779808
2201;78;47;3564;25.89831156
2202;60;47;4453;17.86991219
2203;51;68;4183;28.64281467
2204;60;44;632;7.920166059
2205;2;28;2205;0
2206;47;58;4168;26.5526652
2207;-18;117;2122;75.90980209
2208;42;71;3040;21.85708983
2209;80;66;3481;37.94556427
2210;94;64;3664;36.60877246
2211;56;68;2526;25.49482965
2212;47;74;4183;13.70364348
2213;63;71;3700;26.18684218
2214;83;68;3624;38.91378276
2215;34;79;3040;42.72352615
2216;88;83;2783;39.90662693
2217;78;50;3564;28.19321391
2218;75;47;3564;12.92856072
2219;66;42;2400;18.7935377
2220;71;79;3481;43.19726
2221;34;23;2458;18.79864159
2222;99;53;3966;33.07527821
2223;67;85;3761;38.74297693
2224;24;37;3531;16.34640016
2225;79;11;3131;46.784584
2226;40;63;4244;29.76406763
2227;51;47;4009;12.61198654
2228;71;49;3564;6.510850327
2229;36;28;2625;28.93646261
2230;39;89;3761;35.71537014
2231;80;58;3624;17.95911269
2232;37;17;2458;20.29960478
2233;92;83;2783;29.48679781
2234;25;22;3015;19.91343486
2235;86;36;3966;43.04375168
2236;45;79;2509;17.89456045
2237;19;68;2122;22.25143589
2238;65;12;2504;21.39136028
2239;24;18;3675;23.62086638
2240;20;-4;2153;13.54050996
2241;86;20;3131;50.21268737
2242;94;52;3966;41.22408942
2243;50;34;4009;34.41786999
2244;25;-10;2152;12.01525134
2245;112;67;3148;37.83738185
2246;60;37;2365;5.028106238
2247;57;35;2459;7.21069452
2248;67;50;4453;23.00691265
2249;74;42;3564;18.13203989
2250;22;58;2122;22.34983326
2251;97;54;3966;51.44527186
2252;2;82;2122;23.47507481
2253;19;24;3015;23.33324649
2254;7;64;2122;25.21689938
2255;84;34;2989;57.93803311
2256;73;60;1999;30.74338192
2257;0;67;2122;44.19723518
2258;19;54;2122;29.90488989
2259;25;28;3015;8.678876217
2260;25;18;3675;26.00303601
2261;26;38;3403;26.97071819
2262;20;17;3675;22.16559615
2263;77;83;3761;56.28560892
2264;19;58;2122;14.70976062
2265;123;29;3943;14.2471608
2266;53;22;2693;19.89667796
2267;56;44;4009;18.32794267
2268;84;64;3481;43.03913091
2269;7;55;2122;22.53130978
2270;9;53;2122;14.22991055
2271;48;34;4009;26.30539596
2272;50;37;4009;26.90456648
2273;47;65;4168;15.60434317
2274;67;51;4453;20.63893094
2275;37;30;2625;27.09920622
2276;13;69;4045;27.34616414
2277;81;45;3564;31.66932834
2278;56;73;2526;37.39760211
2279;24;77;4045;23.18274939
2280;41;34;2625;27.3384755
2281;18;22;2153;19.10444514
2282;99;47;3966;17.61857508
2283;87;68;2783;38.64412424
2284;132;41;3720;11.99000936
2285;36;32;3403;32.65868833
2286;10;52;2122;17.35983196
2287;59;73;2526;30.21447445
2288;62;42;632;12.95810234
2289;88;64;2783;33.02683065
2290;6;83;2122;30.52069107
2291;115;88;2516;19.7322867
2292;71;89;3761;55.66643453
2293;42;88;3761;29.42493302
2294;66;-3;4268;15.97320892
2295;4;73;2122;18.0448519
2296;50;21;2693;9.789335425
2297;86;26;2504;66.43652324
2298;37;84;3761;28.43078668
2299;71;63;3624;35.3325849
2300;36;94;3055;21.25395766
2301;26;49;2301;0
2302;38;78;3761;22.42541879
2303;40;13;2625;29.06549644
2304;99;52;3966;24.9650781
2305;77;44;2989;26.14487855
2306;23;68;4359;24.67255015
2307;27;48;2301;8.744249658
2308;72;49;3564;13.99496432
2309;84;36;3966;48.18079122
2310;55;37;2459;17.29326999
2311;39;17;2458;25.7091353
2312;45;85;3761;12.74708138
2313;44;47;65;18.48625187
2314;76;64;3481;22.94291848
2315;44;17;727;15.04249943
2316;66;89;3761;46.0709329
2317;87;30;3624;59.45610213
2318;22;54;2301;24.08230591
2319;39;33;2625;34.18417318
2320;45;88;3761;20.21569136
2321;56;77;3700;29.92087849
2322;126;39;3943;29.51140608
2323;109;67;3148;30.09849902
2324;81;28;2504;52.98887271
2325;74;62;3175;20.72883424
2326;35;61;4168;25.32568349
2327;77;28;2504;44.6063067
2328;79;40;2989;30.80155718
2329;68;71;2526;25.73238696
2330;78;18;3131;27.86612946
2331;49;71;4016;26.61830413
2332;146;-13;3032;10.48712681
2333;94;45;3966;25.22266623
2334;33;26;2458;21.87403614
2335;70;64;3481;7.615265973
2336;25;-14;2152;22.26083218
2337;36;49;2450;14.40962745
2338;62;44;632;13.04636358
2339;9;52;2122;16.59066009
2340;44;22;3847;2.550190908
2341;69;61;3624;35.60987775
2342;65;50;2400;11.19691015
2343;22;43;3531;24.42633192
2344;43;76;4183;14.80770172
2345;31;41;3531;15.56980224
2346;40;57;2450;16.06796804
2347;50;18;2693;13.07914682
2348;94;53;3966;43.87882635
2349;23;17;3675;12.89085805
2350;45;65;4168;14.50182928
2351;72;25;2504;32.05057706
2352;68;89;3700;50.2710944
2353;25;27;3015;16.60192109
2354;76;57;3624;16.36023903
2355;54;34;2459;26.3883141
2356;72;67;3175;15.17546326
2357;103;89;2516;16.42047546
2358;29;36;3403;20.67555015
2359;53;52;4453;28.1703674
2360;19;46;3531;28.54935685
2361;42;60;4168;15.36687172
2362;6;50;2122;22.42159802
2363;36;20;2458;14.22361199
2364;36;71;3040;11.45528143
2365;60;39;2365;0
2366;51;52;4009;24.83748101
2367;14;64;2122;21.97779714
2368;38;98;3055;17.03643102
2369;47;90;4016;27.40869844
2370;13;56;2122;23.28426849
2371;71;56;3624;17.73700254
2372;104;61;3148;23.05579148
2373;74;60;3624;20.93123857
2374;28;70;3040;24.04730512
2375;72;9;3131;9.746954122
2376;44;70;4183;2.763053113
2377;90;28;3966;56.98337933
2378;69;85;3761;43.92592195
2379;46;89;3761;24.33171161
2380;29;53;2301;26.66888205
2381;91;60;3664;9.683724647
2382;56;71;3700;25.69460967
2383;65;17;2504;8.635575021
2384;102;63;3148;23.67198149
2385;41;94;3055;32.54449408
2386;73;16;3131;29.96865394
2387;86;31;2504;60.86071474
2388;131;33;3943;36.23400218
2389;44;13;3780;27.61723076
2390;4;50;2122;27.52706395
2391;36;78;3761;27.78995759
2392;126;38;3943;32.10986893
2393;65;56;2526;28.90434211
2394;95;30;3966;57.80535809
2395;82;35;2989;48.16025901
2396;33;32;3403;31.124023
2397;118;-13;4351;42.47754412
2398;14;67;2122;30.02039362
2399;36;73;3040;16.92527467
2400;66;48;2400;0
2401;51;48;4009;15.46544529
2402;47;23;2693;7.446259857
2403;79;19;3131;31.51608075
2404;86;70;2783;37.9668358
2405;20;46;3531;29.37898939
2406;92;27;3966;58.24379462
2407;-12;117;2122;65.22698162
2408;83;25;3131;61.77208793
2409;114;-13;4351;44.50345027
2410;41;30;2625;17.31549363
2411;76;85;3761;62.22858354
2412;21;39;3531;15.01890838
2413;69;60;3624;32.307086
2414;37;90;3055;31.93396383
2415;78;19;3131;30.59375033
2416;40;72;4168;24.85204937
2417;88;71;2783;33.99147043
2418;72;71;3481;20.34392895
2419;73;49;3564;17.00190595
2420;30;32;3403;21.45683916
2421;97;46;3966;19.86562667
2422;41;96;3055;28.88941244
2423;47;29;2693;23.68364081
2424;53;23;2693;22.43840779
2425;41;61;4168;13.87271964
2426;20;27;3015;5.121451203
2427;39;26;2625;16.24474067
2428;93;41;3966;20.75938737
2429;37;23;2458;10.58644048
2430;19;53;2122;27.26296826
2431;33;33;2458;33.01988887
2432;13;-31;2152;27.88652645
2433;138;-15;3032;81.86720949
2434;35;17;2458;24.54703753
2435;56;27;2693;40.22429792
2436;89;30;3624;65.03866837
2437;46;87;3761;18.98595113
2438;66;55;1999;32.9169992
2439;34;19;2458;8.076755719
2440;19;44;3531;33.84574777
2441;83;26;3131;59.1582604
2442;99;49;3966;17.53471492
2443;103;84;2516;29.0478469
2444;84;38;2989;47.93246896
2445;89;80;2783;29.7251918
2446;85;64;2783;40.62679971
2447;46;40;4009;28.85671423
2448;89;68;2783;25.33672145
2449;69;44;2989;5.178425698
2450;39;52;2450;0
2451;79;38;2989;40.80683811
2452;50;48;4105;12.97199301
2453;25;53;2301;31.20363897
2454;69;68;3481;18.82956101
2455;72;48;3564;2.568297569
2456;46;74;4183;11.14101034
2457;64;59;2526;26.14144354
2458;34;22;2458;0
2459;60;35;2459;0
2460;41;93;3055;35.29379997
2461;41;48;65;4.683018441
2462;51;43;4009;7.634357815
2463;93;46;3966;28.99378262
2464;22;68;4359;27.26648391
2465;84;41;3966;44.68167302
2466;27;1;2153;17.74870389
2467;79;50;3564;33.35355974
2468;88;73;2783;38.78491894
2469;131;1;3854;37.35258488
2470;76;69;3175;28.93190016
2471;-1;30;2205;13.31245706
2472;93;70;2783;5.243383628
2473;68;82;3700;34.17221056
2474;20;-25;2152;20.06986769
2475;59;18;2504;23.49034103
2476;34;58;2450;33.27563482
2477;94;54;3966;46.59716009
2478;56;74;4016;36.63674585
2479;84;53;3624;36.83483121
2480;128;49;3720;38.66011373
2481;99;51;3966;36.33304416
2482;40;19;2625;23.37907528
2483;74;50;3624;20.39438055
2484;28;33;3403;25.66931718
2485;52;82;2509;18.47957866
2486;19;55;2122;22.54818455
2487;6;54;2122;18.80077066
2488;63;46;2400;11.2071869
2489;75;73;3175;38.41971438
2490;91;51;3966;47.25857346
2491;95;23;3966;58.25383179
2492;48;36;4009;20.80383163
2493;67;31;4085;21.16574394
2494;109;66;3148;27.48354869
2495;105;63;3148;24.15301906
2496;18;71;2122;13.724655
2497;8;52;2122;19.12870716
2498;72;38;2989;22.90285438
2499;29;33;3403;23.27948788
2500;71;18;2504;26.23300322
2501;56;76;4016;30.42417752
2502;36;76;3040;24.50147698
2503;66;39;2365;15.56338115
2504;64;20;2504;0
2505;67;54;3624;28.17800623
2506;100;63;3664;20.74797791
2507;88;41;3966;33.89221294
2508;5;52;2122;29.81840509
2509;51;78;2509;0
2510;98;47;3966;14.79133461
2511;35;25;2458;10.97039829
2512;54;63;1999;36.93891202
2513;138;1;3854;55.10255904
2514;89;67;2783;22.75066945
2515;83;30;2989;63.84718859
2516;109;92;2516;0
2517;68;77;3700;23.67584936
2518;54;80;3700;17.62367902
2519;67;46;3564;25.08751797
2520;51;44;4009;5.134768165
2521;53;74;3700;25.05505847
2522;68;22;2504;15.02810859
2523;34;86;3761;39.5949531
2524;31;22;2458;7.508198196
2525;53;73;2509;16.20917559
2526;65;67;2526;0
2527;67;30;4085;18.69220409
2528;77;27;548;46.38146295
2529;77;22;3131;38.79071515
2530;50;11;2693;28.9451661
2531;77;38;2989;35.36123039
2532;126;-11;3854;20.35919524
2533;44;37;4009;28.31132814
2534;119;29;3943;8.646476269
2535;40;60;4168;20.49028311
2536;84;45;3564;39.08470102
2537;14;43;2122;23.00310471
2538;13;39;2122;22.61990855
2539;39;29;2625;24.26521596
2540;85;38;3624;48.65945185
2541;16;43;2122;27.94894911
2542;84;56;3624;31.81584987
2543;57;64;1999;23.93262615
2544;39;87;3761;36.39031159
2545;82;30;2989;61.45944394
2546;46;34;4009;34.68984796
2547;61;30;4085;3.910976792
2548;34;33;3403;26.35128693
2549;54;78;2509;7.733478846
2550;25;17;3675;28.6305219
2551;64;35;548;21.01385979
2552;80;52;3624;28.30473136
2553;24;-20;2152;18.82394281
2554;82;70;3175;44.91257131
2555;53;49;4453;20.46899329
2556;40;74;4183;17.61621251
2557;120;-13;3854;41.16347724
2558;31;42;3531;17.48474884
2559;50;24;2693;17.63511377
2560;15;47;2122;30.73156415
2561;89;70;2783;30.39425049
2562;60;74;2526;35.38532935
2563;36;14;2458;30.19485779
2564;95;46;3966;29.06603447
2565;70;59;3481;24.98174812
2566;35;24;2625;18.15749804
2567;148;-8;3032;12.74870788
2568;63;89;3700;36.5015067
2569;13;68;4045;29.73201767
2570;95;19;3966;68.07966604
2571;12;63;2122;12.28496263
2572;58;18;2504;20.79197176
2573;36;54;2450;26.87164943
2574;42;61;4168;7.67388444
2575;13;-29;2152;33.07464288
2576;5;48;2122;30.07123938
2577;44;29;3847;14.8616838
2578;103;53;3966;35.84371418
2579;36;38;65;30.90471421
2580;95;51;3966;41.16334159
2581;8;46;2122;33.23852331
2582;47;85;3761;18.31771975
2583;17;-25;2152;27.16292487
2584;44;41;4009;18.91080792
2585;67;52;4453;28.09664837
2586;98;43;3966;4.874210485
2587;99;44;3674;25.19633803
2588;55;45;632;23.36170937
2589;32;39;3531;28.95362543
2590;36;72;3040;18.84435944
2591;72;21;2504;28.21224173
2592;58;46;4453;15.80091912
2593;34;18;3780;10.11752079
2594;53;44;4009;13.98670958
2595;91;41;3966;25.61828511
2596;132;49;3720;38.62547838
2597;106;84;2516;21.59260476
2598;66;3;4268;31.39087147
2599;133;33;3943;41.512857
2600;107;25;3943;49.01979848
2601;3;52;2122;32.45237119
2602;61;86;3700;31.84007226
2603;79;42;2989;35.85421826
2604;14;70;2122;26.96531847
2605;82;29;2504;61.98217186
2606;28;68;4359;12.44049472
2607;4;68;2122;29.81960741
2608;145;-8;3032;4.977982811
2609;70;54;3624;20.60115447
2610;151;49;3720;77.74019122
2611;89;73;2783;41.46651451
2612;134;49;3720;43.79414563
2613;40;41;65;15.15564003
2614;8;70;2122;39.57249255
2615;42;58;4168;15.21578867
2616;90;43;3966;34.14342949
2617;15;39;2122;27.68523119
2618;112;63;3148;40.61215216
2619;15;45;2122;36.2834676
2620;128;54;3720;51.23154624
2621;10;46;2122;33.88035713
2622;72;37;2989;20.10282658
2623;24;81;4045;31.90740794
2624;90;52;3664;41.74171129
2625;40;24;2625;0
2626;60;85;3700;21.10159152
2627;46;64;4168;10.76208394
2628;28;38;3531;15.74087475
2629;78;24;2504;37.91864536
2630;58;41;2365;10.73876747
2631;34;13;3780;7.284681617
2632;46;60;4168;20.74025719
2633;60;49;4453;12.82279695
2634;67;90;3700;49.54502215
2635;102;69;3148;33.97438696
2636;77;47;3564;23.27352459
2637;8;30;2205;20.22114307
2638;18;77;4045;16.14460224
2639;39;74;4183;20.25243998
2640;47;35;4009;24.80568622
2641;96;23;3966;55.82562785
2642;48;41;4009;8.755629899
2643;57;54;1999;34.94608922
2644;65;64;2526;7.959212417
2645;135;33;3943;40.09441937
2646;36;88;3055;35.05244532
2647;91;52;3966;44.65115384
2648;27;-3;2153;27.51899117
2649;83;14;2504;71.73660693
2650;20;-1;2153;21.25503989
2651;70;68;3481;17.50925904
2652;57;58;1999;8.747399417
2653;60;70;2526;25.60351924
2654;25;34;3403;20.27793442
2655;29;26;3403;13.75341036
2656;38;80;3761;17.31700739
2657;112;90;2516;11.51931276
2658;72;44;2989;2.623248547
2659;44;24;3847;7.414716324
2660;48;17;2693;8.932144906
2661;24;17;3015;30.9692523
2662;60;75;2509;34.52386991
2663;56;21;2693;25.02662622
2664;23;19;3015;23.67988765
2665;38;67;4359;20.69407468
2666;33;83;4045;26.2544461
2667;18;68;2122;21.14649102
2668;60;71;2526;28.30648605
2669;76;60;3624;24.45880339
2670;41;62;4168;11.32422412
2671;125;2;3854;15.71893322
2672;54;65;4168;32.70315491
2673;81;54;3624;26.51937809
2674;39;93;3055;33.16426803
2675;19;60;2122;24.76051778
2676;69;11;2504;31.40338062
2677;51;74;2509;10.120897
2678;38;91;3055;33.87277672
2679;91;63;3664;17.59073533
2680;17;54;2301;37.2652703
2681;105;62;3148;23.03887661
2682;99;55;3966;32.70632801
2683;145;1;3854;73.55704641
2684;13;52;2122;30.55499005
2685;78;83;3761;58.78967766
2686;41;86;3761;25.69048561
2687;47;24;2693;10.00307826
2688;15;77;4045;7.804896984
2689;108;68;3148;16.13215012
2690;135;30;3943;32.48038898
2691;19;31;3015;17.46238
2692;56;90;3761;42.4132291
2693;47;20;2693;0
2694;90;14;2504;85.89084452
2695;24;15;3675;10.44049899
2696;79;47;2989;27.6226867
2697;74;55;3624;7.387213066
2698;126;32;3943;17.08576404
2699;121;-19;4351;41.26032201
2700;78;29;4085;46.30732428
2701;38;61;4168;17.57093848
2702;41;88;3761;30.91412734
2703;76;62;3624;20.60750526
2704;88;34;3966;51.6412909
2705;66;70;2526;10.13496773
2706;14;31;3729;23.28530997
2707;42;28;3847;20.95349668
2708;-1;73;2122;30.49413516
2709;56;78;3700;7.490809046
2710;78;25;2504;40.57523481
2711;21;60;2122;28.40785136
2712;59;47;2400;18.68497712
2713;36;9;2458;42.22386708
2714;39;95;3055;26.6505541
2715;102;73;2783;24.68808509
2716;40;14;3780;25.14962207
2717;79;33;2989;49.06780953
2718;68;59;2526;36.07805009
2719;74;53;3624;21.41896112
2720;44;50;4105;16.65883529
2721;73;14;3131;25.06671852
2722;13;77;4045;13.09936063
2723;33;62;4244;14.17837417
2724;51;34;2459;23.89837492
2725;69;54;3624;17.24959612
2726;27;68;4359;14.94382613
2727;19;45;3531;25.79683477
2728;109;86;2516;14.68175683
2729;56;45;632;20.7261572
2730;77;16;3131;37.42798544
2731;42;67;4168;12.51592069
2732;65;62;2526;13.22839849
2733;109;68;3148;32.87670156
2734;70;47;3564;10.20291581
2735;26;26;3015;12.7491501
2736;39;97;3055;22.75742343
2737;99;50;3966;29.74353567
2738;33;23;2458;3.336411846
2739;33;28;2458;16.78574081
2740;91;47;3966;32.10920457
2741;78;58;3624;12.37550898
2742;53;70;4183;27.20477658
2743;33;67;4359;7.393911293
2744;128;52;3720;46.84773521
2745;96;47;3966;19.72530874
2746;42;57;4168;18.10944054
2747;48;59;1999;21.94387727
2748;56;82;3700;17.38833579
2749;41;97;3055;27.91042644
2750;39;13;3780;19.95636521
2751;67;36;2365;24.97034989
2752;59;70;2526;23.10786442
2753;32;41;3531;18.25116321
2754;41;45;65;2.522837339
2755;74;39;3564;26.19901558
2756;42;26;3847;16.24533118
2757;87;57;3624;43.55342461
2758;33;1;2153;32.9101346
2759;92;80;2783;21.66992845
2760;17;22;2153;21.60915194
2761;39;30;2625;26.36209323
2762;74;59;3624;33.69895319
2763;64;38;632;17.98289412
2764;91;64;3664;19.40631179
2765;66;46;2400;15.51244751
2766;32;96;3055;27.03283599
2767;61;90;3700;36.94304408
2768;63;21;2504;3.532919894
2769;-21;117;2122;83.87624713
2770;41;90;3761;41.49270444
2771;17;33;3729;15.92003475
2772;53;78;3700;15.23801116
2773;20;22;3015;23.64280866
2774;35;34;3403;31.61567158
2775;53;51;4453;25.35891095
2776;15;56;2122;18.15955827
2777;67;45;2400;19.38920039
2778;55;14;2693;33.82313427
2779;28;36;3403;18.21432532
2780;38;90;3055;34.41993
2781;38;24;2625;5.215188279
2782;80;62;3624;28.1205478
2783;93;72;2783;0
2784;2;73;2122;23.13748368
2785;20;21;3675;23.95917409
2786;50;23;3847;15.10575114
2787;86;68;2783;42.74644232
2788;53;13;2693;31.59657504
2789;98;40;3966;7.501463041
2790;43;24;3847;9.92329589
2791;78;20;3131;33.21550276
2792;31;24;2458;12.7392284
2793;48;24;2693;12.57967951
2794;22;59;2122;25.02830976
2795;13;50;2122;31.13379979
2796;19;49;3531;36.16078952
2797;40;8;2625;40.93406187
2798;79;4;3131;39.09005883
2799;46;84;3761;16.50716434
2800;141;-4;3032;43.29942177
2801;50;63;1999;26.59493127
2802;44;51;4105;14.02824801
2803;27;75;3040;23.98465384
2804;53;37;2459;22.43495639
2805;59;22;2504;17.28681081
2806;34;98;3055;7.620897089
2807;95;50;3966;29.612923
2808;28;18;3780;25.07136449
2809;131;3;3854;42.21683825
2810;52;72;2509;16.52165412
2811;31;33;3403;18.41538865
2812;9;54;2122;11.48967466
2813;3;50;2122;29.97463537
2814;21;59;2122;27.73816792
2815;38;12;3780;15.50439469
2816;35;60;4168;31.42527834
2817;89;35;3966;46.94638803
2818;25;29;3015;11.11436032
2819;55;68;2526;26.83086564
2820;67;24;2504;17.38734222
2821;91;56;3624;49.31287463
2822;34;100;3055;12.8182241
2823;45;90;4016;32.4042583
2824;73;-8;3565;17.14024529
2825;18;39;3531;22.26383363
2826;21;-10;2152;2.389909655
2827;36;57;2450;24.24308048
2828;60;38;2365;7.752847931
2829;42;76;3040;40.45109397
2830;100;84;2516;36.56611175
2831;37;73;3040;14.42348818
2832;101;50;3966;33.98977585
2833;44;25;3847;4.883267393
2834;71;67;3175;22.32368699
2835;69;62;3481;15.62957394
2836;53;54;4453;32.45916647
2837;75;39;2989;21.56790161
2838;70;56;3624;20.08720796
2839;128;60;3720;66.69650217
2840;8;82;2122;38.648561
2841;153;55;3720;88.27597373
2842;69;69;2526;20.58241997
2843;37;25;2625;8.590015051
2844;56;92;3761;47.774099
2845;99;41;3966;12.7714249
2846;95;17;3966;73.36763323
2847;75;49;3564;21.79903978
2848;23;37;3531;15.84636544
2849;90;15;2504;88.30825372
2850;8;63;2122;21.70062044
2851;37;98;3055;14.61817695
2852;37;54;2450;11.12613128
2853;71;62;3481;19.25721093
2854;39;72;4183;25.43746571
2855;20;-26;2152;22.61022852
2856;8;65;2122;27.09031556
2857;59;42;2365;8.950234488
2858;-21;115;2122;89.00447575
2859;53;57;1999;12.26090724
2860;60;68;2526;20.3989515
2861;71;61;3481;21.75331587
2862;29;37;3403;22.07706008
2863;45;35;4009;34.84267927
2864;73;47;3564;11.37225322
2865;52;71;2509;19.25989524
2866;77;18;3131;28.63456968
2867;12;43;2122;29.93935228
2868;82;27;2504;56.82945481
2869;21;24;3015;8.836788034
2870;42;30;3847;25.99353919
2871;13;76;4045;10.04806453
2872;126;-4;3854;2.524640655
2873;66;91;3882;48.05689258
2874;36;37;65;33.50301216
2875;43;37;4009;30.90455427
2876;47;70;4183;10.6054459
2877;118;-19;4351;26.38849112
2878;44;40;4009;20.41925565
2879;89;14;3131;83.29913679
2880;73;71;3481;17.63957312
2881;19;77;4045;18.84110203
2882;61;89;3700;39.77716241
2883;70;66;3481;12.39271939
2884;110;84;2516;25.78394603
2885;48;84;4016;9.640906167
2886;45;52;4105;10.37016515
2887;33;64;4244;10.17207954
2888;16;66;2122;24.81283833
2889;44;84;3761;16.66136806
2890;36;93;3055;23.94329752
2891;102;52;3966;32.26926504
2892;56;50;4453;19.14310906
2893;-4;28;2205;15.23746813
2894;75;81;3761;46.58240285
2895;60;57;1999;23.72819551
2896;45;82;3761;5.391078284
2897;70;53;3624;18.01071818
2898;8;58;2122;24.02584101
2899;73;42;3564;15.40328755
2900;79;36;2989;44.40931651
2901;60;51;4453;17.69677852
2902;58;14;2504;30.32807652
2903;80;4;3131;41.67859533
2904;49;74;4016;19.00679804
2905;91;42;3966;28.32145612
2906;89;85;2783;42.09758708
2907;58;38;2459;15.58185533
2908;50;58;1999;19.59459228
2909;76;28;4085;42.46571906
2910;49;78;4016;7.672024172
2911;72;54;3624;10.04662085
2912;82;52;3564;32.82847027
2913;83;70;3624;44.0370204
2914;35;71;3040;4.999875908
2915;46;23;3847;15.22468775
2916;56;72;3700;22.99419571
2917;96;27;3966;45.49235738
2918;53;64;4168;29.00029717
2919;55;18;2504;29.21673097
2920;69;65;3481;11.41663
2921;51;37;2459;27.43017452
2922;77;51;3564;24.18118965
2923;25;68;4359;20.03266387
2924;20;14;3675;5.813822623
2925;8;40;4507;26.05662827
2926;16;24;3015;21.54645788
2927;61;87;3700;29.16100525
2928;19;80;3616;22.00411277
2929;77;46;3564;20.83745191
2930;78;21;3131;33.77255683
2931;35;91;3055;26.60485878
2932;47;37;4009;24.34627089
2933;37;99;3055;16.86262107
2934;23;22;3015;15.64682703
2935;65;91;3882;46.93933624
2936;80;53;3624;26.12356091
2937;38;20;2625;15.69923647
2938;77;15;3131;23.00901113
2939;37;95;3055;25.00335389
2940;50;30;2459;35.01159773
2941;27;79;4045;25.09875769
2942;85;13;2504;79.35380441
2943;34;20;2458;19.22112575
2944;36;47;644;15.83393908
2945;55;47;4453;24.0759378
2946;100;46;3966;28.22478827
2947;18;-34;2152;24.20536528
2948;81;70;3175;42.45877176
2949;42;42;65;16.62336217
2950;103;44;3674;15.52526537
2951;65;49;2400;8.543885813
2952;36;19;2458;16.93980318
2953;0;73;2122;28.80889009
2954;91;44;3966;33.64118887
2955;63;26;2504;17.0071375
2956;98;38;3966;11.92160173
2957;87;36;3966;45.73117117
2958;111;-19;4351;7.864799352
2959;102;68;3148;31.47842797
2960;94;35;3966;29.26373815
2961;44;88;3761;26.73086449
2962;70;28;2504;34.71492001
2963;58;49;4453;7.73676567
2964;81;53;3624;28.99521717
2965;64;32;548;13.83108509
2966;69;28;2504;32.06745998
2967;84;30;2989;66.44193074
2968;36;30;3403;28.95178474
2969;33;35;3403;32.83375176
2970;77;52;3564;26.38399084
2971;53;16;2693;24.16484378
2972;103;93;2516;21.30643784
2973;85;68;2783;36.13613443
2974;102;57;3664;25.34471847
2975;53;38;4009;24.43894301
2976;42;36;4009;34.41283559
2977;31;68;4359;5.168608727
2978;15;40;3531;27.32977749
2979;95;27;3966;50.18857935
2980;54;75;2509;20.23410097
2981;109;87;2516;13.39435236
2982;54;71;2509;24.07984169
2983;27;42;3531;7.354751971
2984;58;61;1999;10.42853419
2985;23;28;3015;3.467254391
2986;25;67;4359;22.63447428
2987;38;92;3055;31.41081167
2988;28;41;3531;8.183680867
2989;71;44;2989;0
2990;48;57;1999;32.4910871
2991;66;54;3624;25.52143649
2992;68;15;2504;22.52637332
2993;145;-13;3032;7.821974815
2994;15;50;2122;34.00055342
2995;118;-16;4351;33.72497593
2996;43;19;3847;13.02641861
2997;80;48;3564;18.72268009
2998;77;29;4085;43.55077562
2999;37;20;2458;12.84233042
3000;4;45;2122;36.96394459
3001;32;29;2458;20.30630565
3002;75;27;2504;44.7414924
3003;62;47;2400;11.05286982
3004;83;52;3624;40.4501482
3005;49;63;4168;23.11921987
3006;68;19;2504;12.35626997
3007;22;37;3531;18.34321623
3008;68;16;2504;17.45887752
3009;53;45;632;29.11504407
3010;76;18;3131;22.83541301
3011;138;3;3032;54.02088427
3012;31;91;3055;17.43270061
3013;70;52;3624;24.93524463
3014;24;24;3015;12.40354836
3015;22;27;3015;0
3016;60;90;3700;39.44381973
3017;107;118;2516;58.17246927
3018;33;31;2458;38.46253741
3019;49;35;4009;24.30527024
3020;14;71;2122;23.90855459
3021;70;32;548;28.95698946
3022;47;88;3761;24.09360219
3023;35;30;3403;26.23711031
3024;35;53;2450;27.97678304
3025;78;57;3624;11.15666673
3026;19;-34;2152;26.85307933
3027;24;14;3675;12.87204591
3028;107;107;2516;53.53922547
3029;20;15;3675;13.76641313
