ID_NODO;COORDENADA_X;COORDENADA_Y;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
210;2;30;24.35104758;39.22914856;24.98814996;39.38852152;54.39791508;29.943406;16.92794728;32.14584576;28.24856302;29.08912712;34.0411844;22.79145472;21.4763992;30.10379944;17.53156154;26.57603864;31.24430978;36.58777764;29.3952176;34.68288974;62.4527697;30.09584128;16.75231178;66.19809066;57.46636688;49.83265624
212;68;18;27.36322156;25.4655147;29.86083914;25.9785459;40.6342812;17.13197377;19.01681019;18.3822119;32.8590205;15.05258595;19.82341148;25.4929646;26.34908838;33.25584542;19.62042445;31.051669;29.97208818;39.02092728;25.22037734;22.83292396;48.68913582;32.1847042;18.84117469;52.4344568;43.702733;36.06902236
213;38;30;8.933778222;35.6049583;27.7298678;26.2699269;50.77372482;27.27141738;18.26236988;28.5216555;30.99028086;25.46493686;30.41699414;8.27883524;24.21811702;18.65101572;18.86598414;22.4266883;29.36666284;36.28207998;32.13693544;32.97236756;58.82857944;31.43026388;18.08673438;62.5739004;53.84217662;46.20846598
216;41;35;14.58870495;39.34535754;30.43577232;22.7311758;54.51412404;29.28172346;25.83663514;32.26205474;32.94321154;25.2198903;34.15739336;14.6196033;28.79023398;14.33562119;26.4402494;21.52025006;26.81809872;32.7433289;32.06761616;29.7712358;62.56897866;39.00452914;25.66099964;66.31429964;57.58257584;49.9488652
217;35;55;6.711617372;35.66972534;21.40888822;16.32658777;50.83849186;26.14518892;30.1294734;33.18136856;25.03105456;32.43603106;44.33681148;11.10384072;21.15942748;6.704814678;30.73308766;13.88944355;20.41351068;26.33874086;25.59700054;22.60066882;70.83447542;43.2973674;29.9538379;74.5797964;53.90694366;58.21436196
218;91;50;30.64846508;15.89450862;20.41508044;16.40753982;31.06327514;7.560967698;24.28130292;4.756408932;23.28801442;7.220853108;25.54204326;30.75745732;18.53868444;23.68483934;24.88491718;21.48066292;20.4010821;29.44992122;15.64937127;13.26191788;46.3265584;37.44919692;24.10566742;50.07187938;34.13172692;33.70644494
222;66;35;21.1526363;27.38856104;31.90913286;16.92586008;42.15558334;16.47560416;28.26502344;20.67392614;34.78206684;12.24767679;25.3641058;20.58351174;30.03273686;26.42715556;28.8686377;28.83845876;23.58722562;33.79935708;26.7506239;18.10231654;52.26538362;41.43291744;28.08938794;56.01070458;45.22403514;39.64527016
223;71;66;27.55566504;19.23919715;21.1698612;11.65229493;33.63233124;6.235426336;33.58822314;18.11812604;24.04279516;18.70916958;34.84896348;31.54015712;19.29346518;17.83842753;34.1918374;20.07504532;11.50138486;25.41619474;12.91677499;4.638492762;55.63347862;46.75611714;33.41258764;59.3787996;36.70078304;43.01336516
229;19;50;13.19549805;33.13260336;18.65281091;27.85876668;48.30136986;23.60806694;16.22525654;31.44315502;21.91322398;28.38643638;33.33849366;11.8806261;15.14106015;17.80227755;16.8288708;20.2406996;24.90897074;30.25243858;23.05987856;28.3475507;61.75007896;29.39315054;16.04962104;65.49539992;51.36982166;49.1299655
230;39;71;14.89447018;24.00137946;11.3674776;17.05246419;39.17014598;14.47684305;24.75664722;22.8039715;13.64405915;23.39501504;39.53480894;16.67738958;9.491081592;6.70254479;25.36026148;5.098364942;11.65156019;20.52486226;13.92865466;19.2163268;60.31932408;37.92454122;24.58101172;64.06464506;42.23859776;47.69921062
234;74;16;26.32326092;21.48602552;26.00659734;21.9990567;36.65479202;13.15248459;17.97684954;14.40272271;28.87953132;11.34600407;19.03057194;24.45300394;24.13020132;29.27635624;18.5804638;27.07217982;25.99259898;35.0414381;21.24088816;18.85343477;44.70964664;31.14474354;17.80121405;48.4549676;39.72324382;32.08953318
235;57;23;21.25170348;29.61542598;30.68197378;27.48102738;44.78419248;21.28188506;19.83794483;22.53212318;33.94238686;18.3090622;24.42746182;20.5967605;27.17022302;27.47799356;20.4415591;30.0652413;31.5679503;41.5897087;29.37028862;26.98283524;52.8390471;33.00583884;19.66230933;56.58436808;47.85264428;40.21893364
238;48;23;16.90225205;30.79490276;28.86505388;25.21355772;45.96366926;22.46136184;18.02102491;23.71159996;32.12546694;20.65488132;25.6069386;16.24730907;25.3533031;23.12854212;18.62463917;25.71578986;29.30048064;36.99503376;30.5497654;28.16231202;54.01852388;31.18891892;17.84538942;57.76384486;49.03212106;41.39841042
240;41;60;10.69821121;30.05560522;17.42170337;13.27834751;45.22437174;20.53106882;30.81087298;28.85819728;19.69828492;29.44924082;45.58903472;14.45997743;15.54530736;1.090694563;31.41448724;8.275323432;16.71363335;23.2905006;19.98288042;18.49604487;66.37354986;43.97876698;30.63523748;70.11887082;48.29282354;53.75343638
241;65;70;26.4568794;18.49452289;22.85685938;8.731448268;35.67258206;8.275677158;36.06315088;20.59305378;25.78806006;21.18409732;37.32389124;26.80513082;21.14288864;17.25787875;36.66676514;17.4110955;8.457183936;22.37199382;8.957952942;4.644217062;58.10840636;49.2310449;35.88751538;61.85372734;38.74103386;45.4882929
242;28;44;6.970462784;38.9918255;24.51203306;25.6487178;54.16059202;29.46728908;18.61837026;33.22183658;27.77244612;30.16511792;35.1171752;4.700243446;21.0002823;15.67332886;19.22198452;22.53346268;29.47343722;35.66087088;28.9191007;32.6571998;63.5287605;31.78626426;18.44273477;67.27408146;57.22904382;50.90864704
247;51;41;13.30090793;36.07877762;26.65860426;15.13924;50.72615964;25.99954788;30.42342464;26.21128202;30.28077058;21.48297184;37.14643;11.07262594;27.71293874;17.85570708;31.0270389;20.44295482;19.22616291;28.46797996;24.47568036;21.62467302;63.39361686;43.59131864;30.24778914;67.13893782;53.79461144;50.7735034
249;72;43;21.8501757;24.84190548;29.36247732;15.98491624;39.11649296;16.32882467;29.23172864;15.46222875;32.23541128;10.35110833;28.9766162;19.6218937;27.4860813;25.18696996;29.8353429;27.6611362;22.40990306;32.62203452;24.59676814;12.95449481;52.7036692;42.39962264;29.05609314;56.44899016;42.18494476;40.08355574
250;8;39;16.76515362;33.31123764;18.83144519;33.23181676;48.48000416;23.78670122;16.23636144;30.83982774;22.09185826;27.7831091;32.73516638;15.95130753;15.31969443;23.94709468;16.8399757;20.41933388;25.08760502;30.43107288;23.23851284;28.52618498;61.14675168;29.40425544;16.06072594;64.89207264;51.54845594;48.52663822
253;94;51;32.71921136;18.75510222;26.69397414;19.89676968;32.49454316;13.83986139;29.29449432;5.438391298;29.56690812;8.494758076;30.55523466;33.06237348;24.81757812;29.58412434;29.89810858;27.75955662;26.49235092;35.7288149;21.92826496;19.12429872;51.00307458;42.46238832;29.11885882;54.74839556;35.56299496;38.38296112
255;43;30;11.50615071;34.01306228;27.35065176;23.6975544;49.18182878;25.67952134;19.76029706;26.92975948;30.9728181;23.87304082;28.8250981;10.85120773;26.79048952;18.41805423;20.36391132;21.13500232;27.78447732;33.7097075;32.26854512;30.7376144;57.2366834;32.92819106;19.58466156;60.98200438;52.25028058;44.61656994
257;79;35;27.07797244;22.98378122;27.50435306;22.73042864;38.15254774;14.6502403;25.64133032;14.08505938;30.37728702;5.658810038;26.90207068;26.43788218;25.62795704;30.77411194;26.24494458;28.56993554;27.4903547;36.53919382;22.73864388;19.63148766;48.48914146;38.80922432;25.46569482;52.23446244;41.22099954;35.869028
